"PERIODO","MES","BARRIO","GRAVEDAD","CONTEO","TOTAL","PORCENTAJE"
2016,3,"Bello Horizonte","Solo danos",1,2,0.5
2016,3,"Berlin","Herido",10,15,0.666666666666667
2016,3,"Berlin","Solo danos",5,15,0.333333333333333
2016,3,"Bermejal - Los alamos","Herido",4,6,0.666666666666667
2016,3,"Bermejal - Los alamos","Solo danos",2,6,0.333333333333333
2016,3,"Betania","Herido",1,3,0.333333333333333
2016,3,"Betania","Solo danos",2,3,0.666666666666667
2016,3,"Blanquizal","Herido",1,1,1
2016,3,"Bolivariana","Herido",10,21,0.476190476190476
2016,3,"Bolivariana","Solo danos",11,21,0.523809523809524
2016,3,"Bombona Nº 1","Herido",8,24,0.333333333333333
2016,3,"Bombona Nº 1","Solo danos",16,24,0.666666666666667
2016,3,"Bombona Nº 2","Herido",3,4,0.75
2016,3,"Bombona Nº 2","Solo danos",1,4,0.25
2016,3,"Bosques de San Pablo","Herido",1,5,0.2
2016,3,"Bosques de San Pablo","Solo danos",4,5,0.8
2016,3,"Boston","Herido",21,44,0.477272727272727
2016,3,"Boston","Solo danos",23,44,0.522727272727273
2016,3,"Boyaca","Herido",4,5,0.8
2016,3,"Boyaca","Solo danos",1,5,0.2
2016,3,"Brasilia","Herido",8,8,1
2016,3,"Buenos Aires","Herido",10,18,0.555555555555556
2016,3,"Buenos Aires","Solo danos",8,18,0.444444444444444
2016,3,"Cabecera San Antonio de Prado","Herido",16,17,0.941176470588235
2016,3,"Cabecera San Antonio de Prado","Solo danos",1,17,0.0588235294117647
2016,3,"Cabecera Urbana San Cristobal","Herido",11,12,0.916666666666667
2016,3,"Cabecera Urbana San Cristobal","Solo danos",1,12,0.0833333333333333
2016,3,"Caicedo","Herido",9,16,0.5625
2016,3,"Caicedo","Muerto",1,16,0.0625
2016,3,"Caicedo","Solo danos",6,16,0.375
2016,3,"Calasanz","Herido",5,11,0.454545454545455
2016,3,"Calasanz","Solo danos",6,11,0.545454545454545
2016,3,"Calasanz Parte Alta","Herido",5,6,0.833333333333333
2016,3,"Calasanz Parte Alta","Solo danos",1,6,0.166666666666667
2016,3,"Calle Nueva","Herido",11,23,0.478260869565217
2016,3,"Calle Nueva","Muerto",1,23,0.0434782608695652
2016,3,"Calle Nueva","Solo danos",11,23,0.478260869565217
2016,3,"Campo Alegre","Herido",7,13,0.538461538461538
2016,3,"Campo Alegre","Solo danos",6,13,0.461538461538462
2016,3,"Campo Amor","Herido",37,69,0.536231884057971
2016,3,"Campo Amor","Muerto",2,69,0.0289855072463768
2016,3,"Campo Amor","Solo danos",30,69,0.434782608695652
2016,3,"Campo Valdes Nº 1","Herido",16,21,0.761904761904762
2016,3,"Campo Valdes Nº 1","Solo danos",5,21,0.238095238095238
2016,3,"Campo Valdes Nº 2","Herido",15,16,0.9375
2016,3,"Campo Valdes Nº 2","Solo danos",1,16,0.0625
2016,3,"Caribe","Herido",40,79,0.506329113924051
2016,3,"Caribe","Solo danos",39,79,0.493670886075949
2016,3,"Carlos E. Restrepo","Herido",28,63,0.444444444444444
2016,3,"Carlos E. Restrepo","Muerto",1,63,0.0158730158730159
2016,3,"Carlos E. Restrepo","Solo danos",34,63,0.53968253968254
2016,3,"Carpinelo","Herido",2,2,1
2016,3,"Castilla","Herido",60,124,0.483870967741935
2016,3,"Castilla","Muerto",1,124,0.00806451612903226
2016,3,"Castilla","Solo danos",63,124,0.508064516129032
2016,3,"Castropol","Herido",7,19,0.368421052631579
2016,3,"Castropol","Muerto",1,19,0.0526315789473684
2016,3,"Castropol","Solo danos",11,19,0.578947368421053
2016,3,"Cataluna","Herido",2,2,1
2016,3,"Cerro Nutibara","Herido",8,12,0.666666666666667
2016,3,"Cerro Nutibara","Solo danos",4,12,0.333333333333333
2016,3,"Corazon de Jesus","Herido",26,57,0.456140350877193
2016,3,"Corazon de Jesus","Muerto",3,57,0.0526315789473684
2016,3,"Corazon de Jesus","Solo danos",28,57,0.491228070175439
2016,3,"Cordoba","Herido",10,12,0.833333333333333
2016,3,"Cordoba","Solo danos",2,12,0.166666666666667
2016,3,"Cristo Rey","Herido",18,32,0.5625
2016,3,"Cristo Rey","Solo danos",14,32,0.4375
2016,3,"Cuarta Brigada","Herido",10,21,0.476190476190476
2016,3,"Cuarta Brigada","Solo danos",11,21,0.523809523809524
2016,3,"Cucaracho","Herido",10,12,0.833333333333333
2016,3,"Cucaracho","Solo danos",2,12,0.166666666666667
2016,3,"Diego Echavarria","Herido",2,5,0.4
2016,3,"Diego Echavarria","Solo danos",3,5,0.6
2016,3,"Doce de Octubre Nº 1","Herido",8,10,0.8
2016,3,"Doce de Octubre Nº 1","Muerto",1,10,0.1
2016,3,"Doce de Octubre Nº 1","Solo danos",1,10,0.1
2016,3,"Doce de Octubre Nº 2","Herido",10,11,0.909090909090909
2016,3,"Doce de Octubre Nº 2","Solo danos",1,11,0.0909090909090909
2016,3,"Eduardo Santos","Solo danos",1,1,1
2016,3,"El Castillo","Solo danos",4,4,1
2016,3,"El Chagualo","Herido",15,31,0.483870967741935
2016,3,"El Chagualo","Muerto",1,31,0.032258064516129
2016,3,"El Chagualo","Solo danos",15,31,0.483870967741935
2016,3,"El Compromiso","Herido",1,2,0.5
2016,3,"El Compromiso","Solo danos",1,2,0.5
2016,3,"El Corazon","Herido",1,2,0.5
2016,3,"El Corazon","Solo danos",1,2,0.5
2016,3,"El Corazon El Morro ","Herido",1,1,1
2016,3,"El Danubio","Herido",3,5,0.6
2016,3,"El Danubio","Solo danos",2,5,0.4
2016,3,"El Diamante","Herido",9,13,0.692307692307692
2016,3,"El Diamante","Solo danos",4,13,0.307692307692308
2016,3,"El Diamante Nº 2","Herido",3,9,0.333333333333333
2016,3,"El Diamante Nº 2","Solo danos",6,9,0.666666666666667
2016,3,"El Nogal - Los Almendros","Herido",5,8,0.625
2016,3,"El Nogal - Los Almendros","Solo danos",3,8,0.375
2016,3,"El Pesebre","Herido",2,4,0.5
2016,3,"El Pesebre","Solo danos",2,4,0.5
2016,3,"El Pinal","Herido",8,10,0.8
2016,3,"El Pinal","Solo danos",2,10,0.2
2016,3,"El Playon de Los Comuneros","Herido",5,6,0.833333333333333
2016,3,"El Playon de Los Comuneros","Solo danos",1,6,0.166666666666667
2016,3,"El Poblado","Herido",8,21,0.380952380952381
2016,3,"El Poblado","Solo danos",13,21,0.619047619047619
2016,3,"El Pomar","Herido",3,7,0.428571428571429
2016,3,"El Pomar","Solo danos",4,7,0.571428571428571
2016,3,"El Progreso","Herido",23,33,0.696969696969697
2016,3,"El Progreso","Solo danos",10,33,0.303030303030303
2016,3,"El Progreso Nº 2","Herido",1,1,1
2016,3,"El Raizal","Herido",3,6,0.5
2016,3,"El Raizal","Solo danos",3,6,0.5
2016,3,"El Rincon","Herido",8,17,0.470588235294118
2016,3,"El Rincon","Solo danos",9,17,0.529411764705882
2016,3,"El Rodeo","Herido",1,2,0.5
2016,3,"El Rodeo","Solo danos",1,2,0.5
2016,3,"El Salado","Herido",2,3,0.666666666666667
2016,3,"El Salado","Solo danos",1,3,0.333333333333333
2016,3,"El Salvador","Herido",8,10,0.8
2016,3,"El Salvador","Solo danos",2,10,0.2
2016,3,"El Socorro","Herido",3,3,1
2016,3,"El Tesoro","Herido",4,9,0.444444444444444
2016,3,"El Tesoro","Solo danos",5,9,0.555555555555556
2016,3,"El Triunfo","Herido",1,1,1
2016,3,"El Velodromo","Herido",8,13,0.615384615384615
2016,3,"El Velodromo","Solo danos",5,13,0.384615384615385
2016,3,"El Volador","Herido",3,4,0.75
2016,3,"El Volador","Solo danos",1,4,0.25
2016,3,"Enciso","Herido",8,15,0.533333333333333
2016,3,"Enciso","Solo danos",7,15,0.466666666666667
2016,3,"Estacion Villa","Herido",5,14,0.357142857142857
2016,3,"Estacion Villa","Solo danos",9,14,0.642857142857143
2016,3,"Estadio","Herido",26,40,0.65
2016,3,"Estadio","Solo danos",14,40,0.35
2016,3,"Fatima","Herido",13,22,0.590909090909091
2016,3,"Fatima","Solo danos",9,22,0.409090909090909
2016,3,"Ferrini","Herido",1,4,0.25
2016,3,"Ferrini","Solo danos",3,4,0.75
2016,3,"Florencia","Herido",7,10,0.7
2016,3,"Florencia","Solo danos",3,10,0.3
2016,3,"Florida Nueva","Herido",3,9,0.333333333333333
2016,3,"Florida Nueva","Solo danos",6,9,0.666666666666667
2016,3,"Francisco Antonio Zea","Herido",5,7,0.714285714285714
2016,3,"Francisco Antonio Zea","Solo danos",2,7,0.285714285714286
2016,3,"Fuente Clara","Herido",4,4,1
2016,3,"Gerona","Herido",3,7,0.428571428571429
2016,3,"Gerona","Solo danos",4,7,0.571428571428571
2016,3,"Girardot","Herido",12,17,0.705882352941177
2016,3,"Girardot","Solo danos",5,17,0.294117647058824
2016,3,"Granada","Herido",5,7,0.714285714285714
2016,3,"Granada","Solo danos",2,7,0.285714285714286
2016,3,"Granizal","Herido",3,5,0.6
2016,3,"Granizal","Solo danos",2,5,0.4
2016,3,"Guayabal","Herido",26,48,0.541666666666667
2016,3,"Guayabal","Solo danos",22,48,0.458333333333333
2016,3,"Guayaquil","Herido",33,71,0.464788732394366
2016,3,"Guayaquil","Muerto",1,71,0.0140845070422535
2016,3,"Guayaquil","Solo danos",37,71,0.52112676056338
2016,3,"Hector Abad Gomez","Herido",7,10,0.7
2016,3,"Hector Abad Gomez","Solo danos",3,10,0.3
2016,3,"Inst","Herido",1,4,0.25
2016,3,"Inst","Solo danos",3,4,0.75
2016,3,"Jesus Nazareno","Herido",19,34,0.558823529411765
2016,3,"Jesus Nazareno","Solo danos",15,34,0.441176470588235
2016,3,"Juan Pablo II","Herido",2,2,1
2016,3,"Juan XXIII","Herido",1,1,1
2016,3,"Kennedy","Herido",5,10,0.5
2016,3,"Kennedy","Solo danos",5,10,0.5
2016,3,"La Aguacatala","Herido",14,28,0.5
2016,3,"La Aguacatala","Solo danos",14,28,0.5
2016,3,"La America","Herido",12,21,0.571428571428571
2016,3,"La America","Solo danos",9,21,0.428571428571429
2016,3,"La Avanzada","Herido",3,3,1
2016,3,"La Candelaria","Herido",50,94,0.531914893617021
2016,3,"La Candelaria","Solo danos",44,94,0.468085106382979
2016,3,"La Castellana","Herido",9,17,0.529411764705882
2016,3,"La Castellana","Solo danos",8,17,0.470588235294118
2016,3,"La Colina","Herido",4,7,0.571428571428571
2016,3,"La Colina","Solo danos",3,7,0.428571428571429
2016,3,"La Cruz","Herido",2,3,0.666666666666667
2016,3,"La Cruz","Solo danos",1,3,0.333333333333333
2016,3,"La Esperanza","Herido",13,14,0.928571428571429
2016,3,"La Esperanza","Solo danos",1,14,0.0714285714285714
2016,3,"La Esperanza Nº 2","Herido",1,3,0.333333333333333
2016,3,"La Esperanza Nº 2","Solo danos",2,3,0.666666666666667
2016,3,"La Floresta","Herido",12,24,0.5
2016,3,"La Floresta","Muerto",1,24,0.0416666666666667
2016,3,"La Floresta","Solo danos",11,24,0.458333333333333
2016,3,"La Florida","Herido",3,19,0.157894736842105
2016,3,"La Florida","Solo danos",16,19,0.842105263157895
2016,3,"La Francia","Solo danos",1,1,1
2016,3,"La Frontera","Herido",1,1,1
2016,3,"La Gloria","Herido",14,19,0.736842105263158
2016,3,"La Gloria","Solo danos",5,19,0.263157894736842
2016,3,"La Hondonada","Herido",3,3,1
2016,3,"La Isla","Herido",3,5,0.6
2016,3,"La Isla","Solo danos",2,5,0.4
2016,3,"La Ladera","Herido",2,3,0.666666666666667
2016,3,"La Ladera","Solo danos",1,3,0.333333333333333
2016,3,"La Libertad","Herido",1,1,1
2016,3,"La Loma de Los Bernal","Herido",3,9,0.333333333333333
2016,3,"La Loma de Los Bernal","Muerto",1,9,0.111111111111111
2016,3,"La Loma de Los Bernal","Solo danos",5,9,0.555555555555556
2016,3,"La Mansion","Herido",2,3,0.666666666666667
2016,3,"La Mansion","Solo danos",1,3,0.333333333333333
2016,3,"La Milagrosa","Herido",5,10,0.5
2016,3,"La Milagrosa","Solo danos",5,10,0.5
2016,3,"La Mota","Herido",3,6,0.5
2016,3,"La Mota","Muerto",1,6,0.166666666666667
2016,3,"La Mota","Solo danos",2,6,0.333333333333333
2016,3,"La Palma","Herido",10,15,0.666666666666667
2016,3,"La Palma","Solo danos",5,15,0.333333333333333
2016,3,"La Pilarica","Herido",2,3,0.666666666666667
2016,3,"La Pilarica","Solo danos",1,3,0.333333333333333
2016,3,"La Pinuela","Herido",3,4,0.75
2016,3,"La Pinuela","Solo danos",1,4,0.25
2016,3,"La Pradera","Herido",6,9,0.666666666666667
2016,3,"La Pradera","Solo danos",3,9,0.333333333333333
2016,3,"La Rosa","Herido",2,2,1
2016,3,"La Salle","Herido",4,8,0.5
2016,3,"La Salle","Muerto",1,8,0.125
2016,3,"La Salle","Solo danos",3,8,0.375
2016,3,"Lalinde","Herido",2,3,0.666666666666667
2016,3,"Lalinde","Solo danos",1,3,0.333333333333333
2016,3,"Las Acacias","Herido",16,35,0.457142857142857
2016,3,"Las Acacias","Solo danos",19,35,0.542857142857143
2016,3,"Las Brisas","Herido",13,18,0.722222222222222
2016,3,"Las Brisas","Solo danos",5,18,0.277777777777778
2016,3,"Las Esmeraldas","Herido",5,8,0.625
2016,3,"Las Esmeraldas","Solo danos",3,8,0.375
2016,3,"Las Estancias","Herido",5,7,0.714285714285714
2016,3,"Las Estancias","Solo danos",2,7,0.285714285714286
2016,3,"Las Granjas","Herido",16,19,0.842105263157895
2016,3,"Las Granjas","Solo danos",3,19,0.157894736842105
2016,3,"Las Independencias","Herido",2,2,1
2016,3,"Las Lomas Nº 1","Herido",7,10,0.7
2016,3,"Las Lomas Nº 1","Solo danos",3,10,0.3
2016,3,"Las Lomas Nº 2","Herido",1,5,0.2
2016,3,"Las Lomas Nº 2","Solo danos",4,5,0.8
2016,3,"Las Mercedes","Herido",5,9,0.555555555555556
2016,3,"Las Mercedes","Solo danos",4,9,0.444444444444444
2016,3,"Las Palmas","Herido",4,6,0.666666666666667
2016,3,"Las Palmas","Solo danos",2,6,0.333333333333333
2016,3,"Las Playas","Herido",8,15,0.533333333333333
2016,3,"Las Playas","Solo danos",7,15,0.466666666666667
2016,3,"Las Violetas","Herido",5,7,0.714285714285714
2016,3,"Las Violetas","Muerto",1,7,0.142857142857143
2016,3,"Las Violetas","Solo danos",1,7,0.142857142857143
2016,3,"Laureles","Herido",14,30,0.466666666666667
2016,3,"Laureles","Solo danos",16,30,0.533333333333333
2016,3,"Llanaditas","Herido",3,3,1
2016,3,"Lopez de Mesa","Herido",13,18,0.722222222222222
2016,3,"Lopez de Mesa","Muerto",1,18,0.0555555555555556
2016,3,"Lopez de Mesa","Solo danos",4,18,0.222222222222222
2016,3,"Lorena","Herido",13,21,0.619047619047619
2016,3,"Lorena","Solo danos",8,21,0.380952380952381
2016,3,"Loreto","Herido",3,6,0.5
2016,3,"Loreto","Solo danos",3,6,0.5
2016,3,"Los Alcazares","Herido",8,10,0.8
2016,3,"Los Alcazares","Solo danos",2,10,0.2
2016,3,"Los Alpes","Herido",4,7,0.571428571428571
2016,3,"Los Alpes","Muerto",1,7,0.142857142857143
2016,3,"Los Alpes","Solo danos",2,7,0.285714285714286
2016,3,"Los angeles","Herido",9,14,0.642857142857143
2016,3,"Los angeles","Solo danos",5,14,0.357142857142857
2016,3,"Los Balsos Nº 1","Herido",1,12,0.0833333333333333
2016,3,"Los Balsos Nº 1","Solo danos",11,12,0.916666666666667
2016,3,"Los Balsos Nº 2","Herido",3,11,0.272727272727273
2016,3,"Los Balsos Nº 2","Solo danos",8,11,0.727272727272727
2016,3,"Los Cerros - El Vergel","Herido",4,5,0.8
2016,3,"Los Cerros - El Vergel","Solo danos",1,5,0.2
2016,3,"Los Colores","Herido",9,24,0.375
2016,3,"Los Colores","Solo danos",15,24,0.625
2016,3,"Los Conquistadores","Herido",20,57,0.350877192982456
2016,3,"Los Conquistadores","Muerto",1,57,0.0175438596491228
2016,3,"Los Conquistadores","Solo danos",36,57,0.631578947368421
2016,3,"Los Mangos","Herido",7,12,0.583333333333333
2016,3,"Los Mangos","Solo danos",5,12,0.416666666666667
2016,3,"Los Naranjos","Herido",1,3,0.333333333333333
2016,3,"Los Naranjos","Solo danos",2,3,0.666666666666667
2016,3,"Los Pinos","Herido",13,26,0.5
2016,3,"Los Pinos","Solo danos",13,26,0.5
2016,3,"Manila","Herido",7,18,0.388888888888889
2016,3,"Manila","Solo danos",11,18,0.611111111111111
2016,3,"Manrique","Herido",6,11,0.545454545454545
2016,3,"Manrique","Solo danos",5,11,0.454545454545455
2016,3,"Manrique Central Nº 1","Herido",20,27,0.740740740740741
2016,3,"Manrique Central Nº 1","Solo danos",7,27,0.259259259259259
2016,3,"Manrique Central Nº 2","Herido",8,10,0.8
2016,3,"Manrique Central Nº 2","Solo danos",2,10,0.2
2016,3,"Maria Cano - Carambola","Herido",1,1,1
2016,3,"Metropolitano","Solo danos",1,1,1
2016,3,"Mirador del Doce","Herido",3,3,1
2016,3,"Miraflores","Herido",6,8,0.75
2016,3,"Miraflores","Solo danos",2,8,0.25
2016,3,"Miranda","Herido",5,9,0.555555555555556
2016,3,"Miranda","Solo danos",4,9,0.444444444444444
2016,3,"Miravalle","Herido",3,6,0.5
2016,3,"Miravalle","Solo danos",3,6,0.5
2016,3,"Monteclaro","Herido",2,2,1
2016,3,"Moravia","Herido",10,16,0.625
2016,3,"Moravia","Muerto",1,16,0.0625
2016,3,"Moravia","Solo danos",5,16,0.3125
2016,3,"Moscu Nº 1","Herido",2,6,0.333333333333333
2016,3,"Moscu Nº 1","Solo danos",4,6,0.666666666666667
2016,3,"Moscu Nº 2","Herido",5,6,0.833333333333333
2016,3,"Moscu Nº 2","Solo danos",1,6,0.166666666666667
2016,3,"Naranjal","Herido",12,37,0.324324324324324
2016,3,"Naranjal","Solo danos",25,37,0.675675675675676
2016,3,"Nuevos Conquistadores","Herido",1,1,1
2016,3,"Ocho de Marzo","Herido",2,2,1
2016,3,"Olaya Herrera","Herido",3,3,1
2016,3,"Oriente","Herido",3,3,1
2016,3,"Pablo VI","Solo danos",1,1,1
2016,3,"Pajarito","Solo danos",1,1,1
2016,3,"Palenque","Herido",3,6,0.5
2016,3,"Palenque","Solo danos",3,6,0.5
2016,3,"Palermo","Herido",4,4,1
2016,3,"Patio Bonito","Herido",5,14,0.357142857142857
2016,3,"Patio Bonito","Solo danos",9,14,0.642857142857143
2016,3,"Pedregal","Herido",13,14,0.928571428571429
2016,3,"Pedregal","Muerto",1,14,0.0714285714285714
2016,3,"Pedregal Alto","Herido",1,2,0.5
2016,3,"Pedregal Alto","Solo danos",1,2,0.5
2016,3,"Pedregal Bajo","Herido",1,2,0.5
2016,3,"Pedregal Bajo","Solo danos",1,2,0.5
2016,3,"Perpetuo Socorro","Herido",23,63,0.365079365079365
2016,3,"Perpetuo Socorro","Muerto",1,63,0.0158730158730159
2016,3,"Perpetuo Socorro","Solo danos",39,63,0.619047619047619
2016,3,"Picachito","Herido",1,1,1
2016,3,"Picacho","Herido",9,13,0.692307692307692
2016,3,"Picacho","Solo danos",4,13,0.307692307692308
2016,3,"Piedras Blancas","Herido",1,1,1
2016,3,"Popular","Herido",10,10,1
2016,3,"Prado","Herido",25,37,0.675675675675676
2016,3,"Prado","Solo danos",12,37,0.324324324324324
2016,3,"Robledo","Herido",49,79,0.620253164556962
2016,3,"Robledo","Muerto",1,79,0.0126582278481013
2016,3,"Robledo","Solo danos",29,79,0.367088607594937
2016,3,"Rosales","Herido",8,22,0.363636363636364
2016,3,"Rosales","Solo danos",14,22,0.636363636363636
2016,3,"San Benito","Herido",38,70,0.542857142857143
2016,3,"San Benito","Solo danos",32,70,0.457142857142857
2016,3,"San Bernardo","Herido",12,17,0.705882352941177
2016,3,"San Bernardo","Solo danos",5,17,0.294117647058824
2016,3,"San Diego","Herido",19,50,0.38
2016,3,"San Diego","Solo danos",31,50,0.62
2016,3,"San German","Herido",10,15,0.666666666666667
2016,3,"San German","Solo danos",5,15,0.333333333333333
2016,3,"San Isidro","Herido",18,23,0.782608695652174
2016,3,"San Isidro","Solo danos",5,23,0.217391304347826
2016,3,"San Javier Nº 1","Herido",9,13,0.692307692307692
2016,3,"San Javier Nº 1","Solo danos",4,13,0.307692307692308
2016,3,"San Javier Nº 2","Herido",4,4,1
2016,3,"San Joaquin","Herido",4,8,0.5
2016,3,"San Joaquin","Solo danos",4,8,0.5
2016,3,"San Lucas","Herido",1,3,0.333333333333333
2016,3,"San Lucas","Solo danos",2,3,0.666666666666667
2016,3,"San Martin de Porres","Herido",3,6,0.5
2016,3,"San Martin de Porres","Solo danos",3,6,0.5
2016,3,"San Miguel","Herido",10,14,0.714285714285714
2016,3,"San Miguel","Solo danos",4,14,0.285714285714286
2016,3,"San Pablo","Herido",8,10,0.8
2016,3,"San Pablo","Solo danos",2,10,0.2
2016,3,"San Pedro","Herido",8,12,0.666666666666667
2016,3,"San Pedro","Muerto",1,12,0.0833333333333333
2016,3,"San Pedro","Solo danos",3,12,0.25
2016,3,"Santa Cruz","Herido",2,3,0.666666666666667
2016,3,"Santa Cruz","Solo danos",1,3,0.333333333333333
2016,3,"Santa Fe","Herido",30,56,0.535714285714286
2016,3,"Santa Fe","Solo danos",26,56,0.464285714285714
2016,3,"Santa Ines","Herido",5,9,0.555555555555556
2016,3,"Santa Ines","Solo danos",4,9,0.444444444444444
2016,3,"Santa Lucia","Herido",2,3,0.666666666666667
2016,3,"Santa Lucia","Solo danos",1,3,0.333333333333333
2016,3,"Santa Margarita","Herido",3,3,1
2016,3,"Santa Maria de los angeles","Herido",5,12,0.416666666666667
2016,3,"Santa Maria de los angeles","Solo danos",7,12,0.583333333333333
2016,3,"Santa Monica","Herido",7,8,0.875
2016,3,"Santa Monica","Solo danos",1,8,0.125
2016,3,"Santa Teresita","Herido",2,4,0.5
2016,3,"Santa Teresita","Solo danos",2,4,0.5
2016,3,"Santander","Herido",13,14,0.928571428571429
2016,3,"Santander","Solo danos",1,14,0.0714285714285714
2016,3,"Santo Domingo Savio Nº 1","Herido",9,11,0.818181818181818
2016,3,"Santo Domingo Savio Nº 1","Solo danos",2,11,0.181818181818182
2016,3,"Santo Domingo Savio Nº 2","Herido",2,3,0.666666666666667
2016,3,"Santo Domingo Savio Nº 2","Solo danos",1,3,0.333333333333333
2016,3,"Sevilla","Herido",16,23,0.695652173913043
2016,3,"Sevilla","Solo danos",7,23,0.304347826086957
2016,3,"Simon Bolivar","Herido",4,9,0.444444444444444
2016,3,"Simon Bolivar","Solo danos",5,9,0.555555555555556
2016,3,"Suburbano Altavista","Herido",1,1,1
2016,3,"Suburbano El Plan","Herido",3,3,1
2016,3,"Suburbano La Loma","Herido",5,6,0.833333333333333
2016,3,"Suburbano La Loma","Solo danos",1,6,0.166666666666667
2016,3,"Suburbano Palma Patio","Herido",2,2,1
2016,3,"Suburbano Palmitas","Solo danos",1,1,1
2016,3,"Suburbano Pedregal alto","Herido",1,1,1
2016,3,"Suburbano Travesias","Herido",2,4,0.5
2016,3,"Suburbano Travesias","Solo danos",2,4,0.5
2016,3,"Sucre","Herido",9,15,0.6
2016,3,"Sucre","Solo danos",6,15,0.4
2016,3,"Suramericana","Herido",11,28,0.392857142857143
2016,3,"Suramericana","Solo danos",17,28,0.607142857142857
2016,3,"Tejelo","Herido",18,19,0.947368421052632
2016,3,"Tejelo","Solo danos",1,19,0.0526315789473684
2016,3,"Tenche","Herido",7,16,0.4375
2016,3,"Tenche","Solo danos",9,16,0.5625
2016,3,"Toscana","Herido",5,13,0.384615384615385
2016,3,"Toscana","Solo danos",8,13,0.615384615384615
2016,3,"Trece de Noviembre","Solo danos",1,1,1
2016,3,"Tricentenario","Herido",7,17,0.411764705882353
2016,3,"Tricentenario","Solo danos",10,17,0.588235294117647
2016,3,"Trinidad","Herido",10,14,0.714285714285714
2016,3,"Trinidad","Solo danos",4,14,0.285714285714286
2016,3,"Veinte de Julio","Herido",4,4,1
2016,3,"Versalles Nº 1","Herido",9,12,0.75
2016,3,"Versalles Nº 1","Solo danos",3,12,0.25
2016,3,"Versalles Nº 2","Solo danos",1,1,1
2016,3,"Villa Carlota","Herido",13,29,0.448275862068966
2016,3,"Villa Carlota","Solo danos",16,29,0.551724137931034
2016,3,"Villa de La Iguana","Herido",4,6,0.666666666666667
2016,3,"Villa de La Iguana","Muerto",1,6,0.166666666666667
2016,3,"Villa de La Iguana","Solo danos",1,6,0.166666666666667
2016,3,"Villa del Socorro","Herido",4,5,0.8
2016,3,"Villa del Socorro","Solo danos",1,5,0.2
2016,3,"Villa Flora","Herido",10,13,0.769230769230769
2016,3,"Villa Flora","Solo danos",3,13,0.230769230769231
2016,3,"Villa Guadalupe","Herido",5,7,0.714285714285714
2016,3,"Villa Guadalupe","Solo danos",2,7,0.285714285714286
2016,3,"Villa Hermosa","Herido",8,14,0.571428571428571
2016,3,"Villa Hermosa","Solo danos",6,14,0.428571428571429
2016,3,"Villa Lilliam","Herido",1,2,0.5
2016,3,"Villa Lilliam","Solo danos",1,2,0.5
2016,3,"Villa Niza","Herido",2,2,1
2016,3,"Villa Nueva","Herido",19,44,0.431818181818182
2016,3,"Villa Nueva","Muerto",2,44,0.0454545454545455
2016,3,"Villa Nueva","Solo danos",23,44,0.522727272727273
2016,3,"Villatina","Herido",5,6,0.833333333333333
2016,3,"Villatina","Solo danos",1,6,0.166666666666667
2016,3,"Zona rural","Herido",4,7,0.571428571428571
2016,3,"Zona rural","Solo danos",3,7,0.428571428571429
2016,4,"","Herido",3,8,0.375
2016,4,"","Solo danos",5,8,0.625
2016,4,"Aguas Frias","Solo danos",1,1,1
2016,4,"Aldea Pablo VI","Herido",2,3,0.666666666666667
2016,4,"Aldea Pablo VI","Solo danos",1,3,0.333333333333333
2016,4,"Alejandria","Herido",2,10,0.2
2016,4,"Alejandria","Solo danos",8,10,0.8
2016,4,"Alejandro Echavarria","Herido",13,16,0.8125
2016,4,"Alejandro Echavarria","Solo danos",3,16,0.1875
2016,4,"Alfonso Lopez","Herido",16,24,0.666666666666667
2016,4,"Alfonso Lopez","Solo danos",8,24,0.333333333333333
2016,4,"Altamira","Herido",7,15,0.466666666666667
2016,4,"Altamira","Solo danos",8,15,0.533333333333333
2016,4,"Altavista","Herido",7,11,0.636363636363636
2016,4,"Altavista","Solo danos",4,11,0.363636363636364
2016,4,"Altavista Sector Central","Herido",1,2,0.5
2016,4,"Altavista Sector Central","Solo danos",1,2,0.5
2016,4,"Altos del Poblado","Herido",6,6,1
2016,4,"Andalucia","Herido",1,2,0.5
2016,4,"Andalucia","Solo danos",1,2,0.5
2016,4,"Antonio Narino","Herido",5,5,1
2016,4,"Aranjuez","Herido",19,32,0.59375
2016,4,"Aranjuez","Solo danos",13,32,0.40625
2016,4,"area de Expansion Altos de Calasanz","Solo danos",1,1,1
2016,4,"area de Expansion Pajarito","Herido",14,16,0.875
2016,4,"area de Expansion Pajarito","Solo danos",2,16,0.125
2016,4,"area de Expansion San Antonio de Prado","Herido",1,1,1
2016,4,"Asomadera Nº 1","Herido",5,7,0.714285714285714
2016,4,"Asomadera Nº 1","Solo danos",2,7,0.285714285714286
2016,4,"Asomadera Nº 2","Herido",4,11,0.363636363636364
2016,4,"Asomadera Nº 2","Solo danos",7,11,0.636363636363636
2016,4,"Asomadera Nº 3","Herido",1,1,1
2016,4,"Astorga","Herido",3,6,0.5
2016,4,"Astorga","Solo danos",3,6,0.5
2016,4,"AUC1","Solo danos",1,1,1
2016,4,"Aures Nº 1","Herido",6,7,0.857142857142857
2016,4,"Aures Nº 1","Solo danos",1,7,0.142857142857143
2016,4,"Aures Nº 2","Herido",9,9,1
2016,4,"Barrio Colombia","Herido",12,25,0.48
2016,4,"Barrio Colombia","Solo danos",13,25,0.52
