"PERIODO","MES","BARRIO","GRAVEDAD","CONTEO","TOTAL","PORCENTAJE"
2014,10,"San Bernardo","Solo danos",6,14,0.428571428571429
2014,10,"San Diego","Herido",13,35,0.371428571428571
2014,10,"San Diego","Solo danos",22,35,0.628571428571429
2014,10,"San German","Herido",4,11,0.363636363636364
2014,10,"San German","Solo danos",7,11,0.636363636363636
2014,10,"San Isidro","Herido",12,16,0.75
2014,10,"San Isidro","Solo danos",4,16,0.25
2014,10,"San Javier Nº 1","Herido",5,12,0.416666666666667
2014,10,"San Javier Nº 1","Solo danos",7,12,0.583333333333333
2014,10,"San Javier Nº 2","Herido",3,6,0.5
2014,10,"San Javier Nº 2","Solo danos",3,6,0.5
2014,10,"San Joaquin","Herido",5,10,0.5
2014,10,"San Joaquin","Solo danos",5,10,0.5
2014,10,"San Jose La Cima Nº 1","Herido",1,1,1
2014,10,"San Jose La Cima Nº 2","Herido",1,1,1
2014,10,"San Lucas","Solo danos",2,2,1
2014,10,"San Martin de Porres","Herido",3,4,0.75
2014,10,"San Martin de Porres","Solo danos",1,4,0.25
2014,10,"San Miguel","Herido",9,16,0.5625
2014,10,"San Miguel","Muerto",1,16,0.0625
2014,10,"San Miguel","Solo danos",6,16,0.375
2014,10,"San Pedro","Herido",15,19,0.789473684210526
2014,10,"San Pedro","Solo danos",4,19,0.210526315789474
2014,10,"Santa Cruz","Herido",6,12,0.5
2014,10,"Santa Cruz","Solo danos",6,12,0.5
2014,10,"Santa Fe","Herido",31,55,0.563636363636364
2014,10,"Santa Fe","Muerto",1,55,0.0181818181818182
2014,10,"Santa Fe","Solo danos",23,55,0.418181818181818
2014,10,"Santa Ines","Herido",12,12,1
2014,10,"Santa Lucia","Herido",7,8,0.875
2014,10,"Santa Lucia","Solo danos",1,8,0.125
2014,10,"Santa Margarita","Herido",2,3,0.666666666666667
2014,10,"Santa Margarita","Solo danos",1,3,0.333333333333333
2014,10,"Santa Maria de los angeles","Herido",4,9,0.444444444444444
2014,10,"Santa Maria de los angeles","Solo danos",5,9,0.555555555555556
2014,10,"Santa Monica","Herido",7,9,0.777777777777778
2014,10,"Santa Monica","Solo danos",2,9,0.222222222222222
2014,10,"Santa Rosa de Lima","Herido",1,1,1
2014,10,"Santa Teresita","Herido",3,4,0.75
2014,10,"Santa Teresita","Solo danos",1,4,0.25
2014,10,"Santander","Herido",8,10,0.8
2014,10,"Santander","Solo danos",2,10,0.2
2014,10,"Santo Domingo Savio Nº 1","Herido",10,13,0.769230769230769
2014,10,"Santo Domingo Savio Nº 1","Solo danos",3,13,0.230769230769231
2014,10,"Santo Domingo Savio Nº 2","Herido",3,5,0.6
2014,10,"Santo Domingo Savio Nº 2","Solo danos",2,5,0.4
2014,10,"Sevilla","Herido",15,21,0.714285714285714
2014,10,"Sevilla","Solo danos",6,21,0.285714285714286
2014,10,"Simon Bolivar","Herido",1,2,0.5
2014,10,"Simon Bolivar","Solo danos",1,2,0.5
2014,10,"Sin Nombre","Herido",1,1,1
2014,10,"Suburbano Altavista","Herido",1,1,1
2014,10,"Suburbano El Plan","Herido",14,15,0.933333333333333
2014,10,"Suburbano El Plan","Solo danos",1,15,0.0666666666666667
2014,10,"Suburbano La Loma","Solo danos",2,2,1
2014,10,"Suburbano Mirador del Poblado","Herido",1,2,0.5
2014,10,"Suburbano Mirador del Poblado","Solo danos",1,2,0.5
2014,10,"Sucre","Herido",9,15,0.6
2014,10,"Sucre","Solo danos",6,15,0.4
2014,10,"Suramericana","Herido",14,36,0.388888888888889
2014,10,"Suramericana","Muerto",1,36,0.0277777777777778
2014,10,"Suramericana","Solo danos",21,36,0.583333333333333
2014,10,"Tejelo","Herido",8,11,0.727272727272727
2014,10,"Tejelo","Solo danos",3,11,0.272727272727273
2014,10,"Tenche","Herido",5,11,0.454545454545455
2014,10,"Tenche","Solo danos",6,11,0.545454545454545
2014,10,"Toscana","Herido",10,12,0.833333333333333
2014,10,"Toscana","Solo danos",2,12,0.166666666666667
2014,10,"Tricentenario","Herido",10,11,0.909090909090909
2014,10,"Tricentenario","Solo danos",1,11,0.0909090909090909
2014,10,"Trinidad","Herido",8,19,0.421052631578947
2014,10,"Trinidad","Solo danos",11,19,0.578947368421053
2014,10,"Veinte de Julio","Herido",6,6,1
2014,10,"Versalles Nº 1","Herido",11,15,0.733333333333333
2014,10,"Versalles Nº 1","Muerto",1,15,0.0666666666666667
2014,10,"Versalles Nº 1","Solo danos",3,15,0.2
2014,10,"Versalles Nº 2","Solo danos",2,2,1
2014,10,"Villa Carlota","Herido",17,36,0.472222222222222
2014,10,"Villa Carlota","Solo danos",19,36,0.527777777777778
2014,10,"Villa de La Iguana","Herido",4,6,0.666666666666667
2014,10,"Villa de La Iguana","Solo danos",2,6,0.333333333333333
2014,10,"Villa del Socorro","Herido",3,5,0.6
2014,10,"Villa del Socorro","Solo danos",2,5,0.4
2014,10,"Villa Flora","Herido",8,9,0.888888888888889
2014,10,"Villa Flora","Solo danos",1,9,0.111111111111111
2014,10,"Villa Guadalupe","Herido",5,7,0.714285714285714
2014,10,"Villa Guadalupe","Solo danos",2,7,0.285714285714286
2014,10,"Villa Hermosa","Herido",10,11,0.909090909090909
2014,10,"Villa Hermosa","Solo danos",1,11,0.0909090909090909
2014,10,"Villa Lilliam","Herido",4,4,1
2014,10,"Villa Niza","Herido",2,2,1
2014,10,"Villa Nueva","Herido",29,53,0.547169811320755
2014,10,"Villa Nueva","Solo danos",24,53,0.452830188679245
2014,10,"Villa Turbay","Herido",1,1,1
2014,10,"Villatina","Herido",7,9,0.777777777777778
2014,10,"Villatina","Solo danos",2,9,0.222222222222222
2014,10,"Zona rural","Herido",4,6,0.666666666666667
2014,10,"Zona rural","Muerto",2,6,0.333333333333333
2014,11,"","Herido",1,1,1
2014,11,"Aguas Frias","Herido",3,3,1
2014,11,"Aldea Pablo VI","Herido",1,1,1
2014,11,"Alejandria","Solo danos",5,5,1
2014,11,"Alejandro Echavarria","Herido",11,14,0.785714285714286
2014,11,"Alejandro Echavarria","Solo danos",3,14,0.214285714285714
2014,11,"Alfonso Lopez","Herido",9,13,0.692307692307692
2014,11,"Alfonso Lopez","Solo danos",4,13,0.307692307692308
2014,11,"Altamira","Herido",8,12,0.666666666666667
2014,11,"Altamira","Solo danos",4,12,0.333333333333333
2014,11,"Altavista","Herido",4,5,0.8
2014,11,"Altavista","Solo danos",1,5,0.2
2014,11,"Altavista Sector Central","Herido",1,1,1
2014,11,"Altos del Poblado","Herido",4,6,0.666666666666667
2014,11,"Altos del Poblado","Solo danos",2,6,0.333333333333333
2014,11,"Andalucia","Herido",5,7,0.714285714285714
2014,11,"Andalucia","Muerto",1,7,0.142857142857143
2014,11,"Andalucia","Solo danos",1,7,0.142857142857143
2014,11,"Antonio Narino","Herido",3,5,0.6
2014,11,"Antonio Narino","Solo danos",2,5,0.4
2014,11,"Aranjuez","Herido",13,35,0.371428571428571
2014,11,"Aranjuez","Solo danos",22,35,0.628571428571429
2014,11,"Area De Expansion Altavista","Herido",1,1,1
2014,11,"area de Expansion Pajarito","Herido",11,13,0.846153846153846
2014,11,"area de Expansion Pajarito","Solo danos",2,13,0.153846153846154
2014,11,"area de Expansion San Antonio de Prado","Herido",1,1,1
2014,11,"Asomadera Nº 1","Herido",4,6,0.666666666666667
2014,11,"Asomadera Nº 1","Solo danos",2,6,0.333333333333333
2014,11,"Asomadera Nº 2","Herido",4,11,0.363636363636364
2014,11,"Asomadera Nº 2","Solo danos",7,11,0.636363636363636
2014,11,"Asomadera Nº 3","Solo danos",2,2,1
2014,11,"Astorga","Herido",1,6,0.166666666666667
2014,11,"Astorga","Solo danos",5,6,0.833333333333333
2014,11,"Aures Nº 1","Herido",3,5,0.6
2014,11,"Aures Nº 1","Solo danos",2,5,0.4
2014,11,"Aures Nº 2","Herido",9,9,1
2014,11,"Barrio Colombia","Herido",7,18,0.388888888888889
2014,11,"Barrio Colombia","Solo danos",11,18,0.611111111111111
2014,11,"Barrio Colon","Herido",27,59,0.457627118644068
2014,11,"Barrio Colon","Solo danos",32,59,0.542372881355932
2014,11,"Barrio Cristobal","Herido",1,2,0.5
2014,11,"Barrio Cristobal","Solo danos",1,2,0.5
2014,11,"Barrios de Jesus","Herido",1,3,0.333333333333333
2014,11,"Barrios de Jesus","Muerto",1,3,0.333333333333333
2014,11,"Barrios de Jesus","Solo danos",1,3,0.333333333333333
2014,11,"Belalcazar","Herido",4,6,0.666666666666667
2014,11,"Belalcazar","Solo danos",2,6,0.333333333333333
2014,11,"Belen","Herido",13,35,0.371428571428571
2014,11,"Belen","Solo danos",22,35,0.628571428571429
2014,11,"Belencito","Herido",4,4,1
2014,11,"Bello Horizonte","Solo danos",3,3,1
2014,11,"Berlin","Herido",9,12,0.75
2014,11,"Berlin","Solo danos",3,12,0.25
2014,11,"Bermejal - Los alamos","Herido",3,4,0.75
2014,11,"Bermejal - Los alamos","Solo danos",1,4,0.25
2014,11,"Betania","Herido",1,1,1
2014,11,"Blanquizal","Herido",1,2,0.5
2014,11,"Blanquizal","Solo danos",1,2,0.5
2014,11,"Bolivariana","Herido",6,8,0.75
2014,11,"Bolivariana","Solo danos",2,8,0.25
2014,11,"Bombona Nº 1","Herido",12,23,0.521739130434783
2014,11,"Bombona Nº 1","Solo danos",11,23,0.478260869565217
2014,11,"Bombona Nº 2","Herido",2,4,0.5
2014,11,"Bombona Nº 2","Solo danos",2,4,0.5
2014,11,"Bosques de San Pablo","Herido",2,4,0.5
2014,11,"Bosques de San Pablo","Solo danos",2,4,0.5
2014,11,"Boston","Herido",14,31,0.451612903225806
2014,11,"Boston","Solo danos",17,31,0.548387096774194
2014,11,"Boyaca","Herido",7,8,0.875
2014,11,"Boyaca","Solo danos",1,8,0.125
2014,11,"Brasilia","Herido",9,11,0.818181818181818
2014,11,"Brasilia","Solo danos",2,11,0.181818181818182
2014,11,"Buenos Aires","Herido",18,27,0.666666666666667
2014,11,"Buenos Aires","Solo danos",9,27,0.333333333333333
2014,11,"Cabecera San Antonio de Prado","Herido",9,10,0.9
2014,11,"Cabecera San Antonio de Prado","Solo danos",1,10,0.1
2014,11,"Cabecera Urbana San Cristobal","Herido",9,13,0.692307692307692
2014,11,"Cabecera Urbana San Cristobal","Solo danos",4,13,0.307692307692308
2014,11,"Caicedo","Herido",9,19,0.473684210526316
2014,11,"Caicedo","Solo danos",10,19,0.526315789473684
2014,11,"Calasanz","Herido",8,13,0.615384615384615
2014,11,"Calasanz","Solo danos",5,13,0.384615384615385
2014,11,"Calasanz Parte Alta","Herido",4,5,0.8
2014,11,"Calasanz Parte Alta","Solo danos",1,5,0.2
2014,11,"Calle Nueva","Herido",9,19,0.473684210526316
2014,11,"Calle Nueva","Solo danos",10,19,0.526315789473684
2014,11,"Campo Alegre","Herido",3,9,0.333333333333333
2014,11,"Campo Alegre","Solo danos",6,9,0.666666666666667
2014,11,"Campo Amor","Herido",22,47,0.468085106382979
2014,11,"Campo Amor","Solo danos",25,47,0.531914893617021
2014,11,"Campo Valdes Nº 1","Herido",16,22,0.727272727272727
2014,11,"Campo Valdes Nº 1","Solo danos",6,22,0.272727272727273
2014,11,"Campo Valdes Nº 2","Herido",17,19,0.894736842105263
2014,11,"Campo Valdes Nº 2","Solo danos",2,19,0.105263157894737
2014,11,"Caribe","Herido",35,76,0.460526315789474
2014,11,"Caribe","Muerto",1,76,0.0131578947368421
2014,11,"Caribe","Solo danos",40,76,0.526315789473684
2014,11,"Carlos E. Restrepo","Herido",27,52,0.519230769230769
2014,11,"Carlos E. Restrepo","Solo danos",25,52,0.480769230769231
2014,11,"Castilla","Herido",59,113,0.52212389380531
2014,11,"Castilla","Muerto",1,113,0.00884955752212389
2014,11,"Castilla","Solo danos",53,113,0.469026548672566
2014,11,"Castropol","Herido",8,14,0.571428571428571
2014,11,"Castropol","Solo danos",6,14,0.428571428571429
2014,11,"Cataluna","Herido",1,1,1
2014,11,"Cerro Nutibara","Herido",6,8,0.75
2014,11,"Cerro Nutibara","Solo danos",2,8,0.25
2014,11,"Corazon de Jesus","Herido",10,37,0.27027027027027
2014,11,"Corazon de Jesus","Solo danos",27,37,0.72972972972973
2014,11,"Cordoba","Herido",4,7,0.571428571428571
2014,11,"Cordoba","Solo danos",3,7,0.428571428571429
2014,11,"Cristo Rey","Herido",23,45,0.511111111111111
2014,11,"Cristo Rey","Muerto",1,45,0.0222222222222222
2014,11,"Cristo Rey","Solo danos",21,45,0.466666666666667
2014,11,"Cuarta Brigada","Herido",6,18,0.333333333333333
2014,11,"Cuarta Brigada","Solo danos",12,18,0.666666666666667
2014,11,"Cucaracho","Herido",15,21,0.714285714285714
2014,11,"Cucaracho","Solo danos",6,21,0.285714285714286
2014,11,"Diego Echavarria","Herido",5,7,0.714285714285714
2014,11,"Diego Echavarria","Solo danos",2,7,0.285714285714286
2014,11,"Doce de Octubre Nº 1","Herido",9,13,0.692307692307692
2014,11,"Doce de Octubre Nº 1","Solo danos",4,13,0.307692307692308
2014,11,"Doce de Octubre Nº 2","Herido",9,12,0.75
2014,11,"Doce de Octubre Nº 2","Muerto",1,12,0.0833333333333333
2014,11,"Doce de Octubre Nº 2","Solo danos",2,12,0.166666666666667
2014,11,"Eduardo Santos","Herido",1,1,1
2014,11,"El Castillo","Herido",1,3,0.333333333333333
2014,11,"El Castillo","Solo danos",2,3,0.666666666666667
2014,11,"El Chagualo","Herido",19,43,0.441860465116279
2014,11,"El Chagualo","Solo danos",24,43,0.558139534883721
2014,11,"El Corazon","Herido",1,1,1
2014,11,"El Danubio","Herido",2,4,0.5
2014,11,"El Danubio","Solo danos",2,4,0.5
2014,11,"El Diamante","Herido",13,15,0.866666666666667
2014,11,"El Diamante","Solo danos",2,15,0.133333333333333
2014,11,"El Diamante Nº 2","Solo danos",3,3,1
2014,11,"El Nogal - Los Almendros","Herido",2,6,0.333333333333333
2014,11,"El Nogal - Los Almendros","Solo danos",4,6,0.666666666666667
2014,11,"El Pesebre","Herido",2,3,0.666666666666667
2014,11,"El Pesebre","Solo danos",1,3,0.333333333333333
2014,11,"El Pinal","Herido",1,2,0.5
2014,11,"El Pinal","Solo danos",1,2,0.5
2014,11,"El Playon de Los Comuneros","Herido",6,9,0.666666666666667
2014,11,"El Playon de Los Comuneros","Solo danos",3,9,0.333333333333333
2014,11,"El Poblado","Herido",5,19,0.263157894736842
2014,11,"El Poblado","Solo danos",14,19,0.736842105263158
2014,11,"El Pomar","Herido",6,6,1
2014,11,"El Progreso","Herido",14,29,0.482758620689655
2014,11,"El Progreso","Solo danos",15,29,0.517241379310345
2014,11,"El Progreso Nº 2","Herido",3,3,1
2014,11,"El Raizal","Herido",8,9,0.888888888888889
2014,11,"El Raizal","Solo danos",1,9,0.111111111111111
2014,11,"El Rincon","Herido",4,6,0.666666666666667
2014,11,"El Rincon","Solo danos",2,6,0.333333333333333
2014,11,"El Rodeo","Herido",4,6,0.666666666666667
2014,11,"El Rodeo","Solo danos",2,6,0.333333333333333
2014,11,"El Salado","Herido",4,6,0.666666666666667
2014,11,"El Salado","Solo danos",2,6,0.333333333333333
2014,11,"El Salvador","Herido",6,8,0.75
2014,11,"El Salvador","Solo danos",2,8,0.25
2014,11,"El Tesoro","Herido",3,8,0.375
2014,11,"El Tesoro","Solo danos",5,8,0.625
2014,11,"El Triunfo","Herido",3,3,1
2014,11,"El Velodromo","Herido",1,2,0.5
2014,11,"El Velodromo","Solo danos",1,2,0.5
2014,11,"El Volador","Herido",3,6,0.5
2014,11,"El Volador","Solo danos",3,6,0.5
2014,11,"Enciso","Herido",11,15,0.733333333333333
2014,11,"Enciso","Solo danos",4,15,0.266666666666667
2014,11,"Estacion Villa","Herido",11,21,0.523809523809524
2014,11,"Estacion Villa","Solo danos",10,21,0.476190476190476
2014,11,"Estadio","Herido",10,20,0.5
2014,11,"Estadio","Solo danos",10,20,0.5
2014,11,"Fatima","Herido",12,20,0.6
2014,11,"Fatima","Solo danos",8,20,0.4
2014,11,"Ferrini","Herido",1,5,0.2
2014,11,"Ferrini","Solo danos",4,5,0.8
2014,11,"Florencia","Herido",9,11,0.818181818181818
2014,11,"Florencia","Solo danos",2,11,0.181818181818182
2014,11,"Florida Nueva","Herido",8,10,0.8
2014,11,"Florida Nueva","Solo danos",2,10,0.2
2014,11,"Francisco Antonio Zea","Herido",8,16,0.5
2014,11,"Francisco Antonio Zea","Solo danos",8,16,0.5
2014,11,"Fuente Clara","Herido",1,1,1
2014,11,"Gerona","Herido",9,10,0.9
2014,11,"Gerona","Solo danos",1,10,0.1
2014,11,"Girardot","Herido",8,14,0.571428571428571
2014,11,"Girardot","Solo danos",6,14,0.428571428571429
2014,11,"Granada","Herido",2,5,0.4
2014,11,"Granada","Solo danos",3,5,0.6
2014,11,"Granizal","Herido",7,11,0.636363636363636
2014,11,"Granizal","Solo danos",4,11,0.363636363636364
2014,11,"Guayabal","Herido",20,49,0.408163265306122
2014,11,"Guayabal","Solo danos",29,49,0.591836734693878
2014,11,"Guayaquil","Herido",26,63,0.412698412698413
2014,11,"Guayaquil","Muerto",2,63,0.0317460317460317
2014,11,"Guayaquil","Solo danos",35,63,0.555555555555556
2014,11,"Hector Abad Gomez","Herido",8,9,0.888888888888889
2014,11,"Hector Abad Gomez","Solo danos",1,9,0.111111111111111
2014,11,"Inst","Herido",3,4,0.75
2014,11,"Inst","Muerto",1,4,0.25
2014,11,"Jesus Nazareno","Herido",17,39,0.435897435897436
2014,11,"Jesus Nazareno","Solo danos",22,39,0.564102564102564
2014,11,"Juan XXIII","Herido",2,2,1
2014,11,"Kennedy","Herido",18,21,0.857142857142857
2014,11,"Kennedy","Muerto",1,21,0.0476190476190476
2014,11,"Kennedy","Solo danos",2,21,0.0952380952380952
2014,11,"La Aguacatala","Herido",12,26,0.461538461538462
2014,11,"La Aguacatala","Solo danos",14,26,0.538461538461538
2014,11,"La America","Herido",9,22,0.409090909090909
2014,11,"La America","Muerto",1,22,0.0454545454545455
2014,11,"La America","Solo danos",12,22,0.545454545454545
2014,11,"La Avanzada","Herido",1,1,1
2014,11,"La Candelaria","Herido",53,101,0.524752475247525
2014,11,"La Candelaria","Solo danos",48,101,0.475247524752475
2014,11,"La Castellana","Herido",5,10,0.5
2014,11,"La Castellana","Solo danos",5,10,0.5
2014,11,"La Colina","Herido",5,6,0.833333333333333
2014,11,"La Colina","Solo danos",1,6,0.166666666666667
2014,11,"La Esperanza","Herido",8,8,1
2014,11,"La Esperanza Nº 2","Herido",1,2,0.5
2014,11,"La Esperanza Nº 2","Solo danos",1,2,0.5
2014,11,"La Floresta","Herido",8,14,0.571428571428571
2014,11,"La Floresta","Solo danos",6,14,0.428571428571429
2014,11,"La Florida","Herido",2,7,0.285714285714286
2014,11,"La Florida","Solo danos",5,7,0.714285714285714
2014,11,"La Francia","Herido",7,9,0.777777777777778
2014,11,"La Francia","Solo danos",2,9,0.222222222222222
2014,11,"La Frontera","Solo danos",1,1,1
2014,11,"La Gloria","Herido",10,15,0.666666666666667
2014,11,"La Gloria","Solo danos",5,15,0.333333333333333
2014,11,"La Isla","Herido",1,3,0.333333333333333
2014,11,"La Isla","Muerto",1,3,0.333333333333333
2014,11,"La Isla","Solo danos",1,3,0.333333333333333
2014,11,"La Ladera","Solo danos",1,1,1
2014,11,"La Libertad","Herido",5,5,1
2014,11,"La Loma de Los Bernal","Herido",2,7,0.285714285714286
2014,11,"La Loma de Los Bernal","Solo danos",5,7,0.714285714285714
2014,11,"La Mansion","Herido",5,7,0.714285714285714
2014,11,"La Mansion","Solo danos",2,7,0.285714285714286
2014,11,"La Milagrosa","Herido",2,3,0.666666666666667
2014,11,"La Milagrosa","Solo danos",1,3,0.333333333333333
2014,11,"La Mota","Herido",1,4,0.25
2014,11,"La Mota","Solo danos",3,4,0.75
2014,11,"La Oculta","Herido",1,1,1
2014,11,"La Palma","Herido",6,10,0.6
2014,11,"La Palma","Solo danos",4,10,0.4
2014,11,"La Pilarica","Herido",6,10,0.6
2014,11,"La Pilarica","Solo danos",4,10,0.4
2014,11,"La Pinuela","Herido",4,6,0.666666666666667
2014,11,"La Pinuela","Solo danos",2,6,0.333333333333333
2014,11,"La Pradera","Herido",4,6,0.666666666666667
2014,11,"La Pradera","Solo danos",2,6,0.333333333333333
2014,11,"La Rosa","Herido",7,8,0.875
2014,11,"La Rosa","Solo danos",1,8,0.125
2014,11,"La Salle","Herido",9,11,0.818181818181818
2014,11,"La Salle","Solo danos",2,11,0.181818181818182
2014,11,"La Sierra","Herido",1,1,1
2014,11,"Lalinde","Herido",1,4,0.25
2014,11,"Lalinde","Solo danos",3,4,0.75
2014,11,"Las Acacias","Herido",8,26,0.307692307692308
2014,11,"Las Acacias","Solo danos",18,26,0.692307692307692
2014,11,"Las Brisas","Herido",12,16,0.75
2014,11,"Las Brisas","Solo danos",4,16,0.25
2014,11,"Las Esmeraldas","Herido",2,3,0.666666666666667
2014,11,"Las Esmeraldas","Solo danos",1,3,0.333333333333333
2014,11,"Las Estancias","Herido",5,6,0.833333333333333
2014,11,"Las Estancias","Solo danos",1,6,0.166666666666667
2014,11,"Las Granjas","Herido",19,20,0.95
2014,11,"Las Granjas","Solo danos",1,20,0.05
2014,11,"Las Independencias","Herido",2,2,1
2014,11,"Las Lomas Nº 1","Herido",2,5,0.4
2014,11,"Las Lomas Nº 1","Solo danos",3,5,0.6
2014,11,"Las Lomas Nº 2","Herido",5,6,0.833333333333333
2014,11,"Las Lomas Nº 2","Solo danos",1,6,0.166666666666667
2014,11,"Las Mercedes","Herido",5,8,0.625
2014,11,"Las Mercedes","Solo danos",3,8,0.375
2014,11,"Las Palmas","Herido",6,8,0.75
2014,11,"Las Palmas","Solo danos",2,8,0.25
2014,11,"Las Playas","Herido",3,6,0.5
2014,11,"Las Playas","Solo danos",3,6,0.5
2014,11,"Las Violetas","Herido",8,8,1
2014,11,"Laureles","Herido",7,23,0.304347826086957
2014,11,"Laureles","Solo danos",16,23,0.695652173913043
2014,11,"Llanaditas","Herido",2,2,1
2014,11,"Lopez de Mesa","Herido",17,19,0.894736842105263
2014,11,"Lopez de Mesa","Solo danos",2,19,0.105263157894737
2014,11,"Lorena","Herido",7,13,0.538461538461538
2014,11,"Lorena","Solo danos",6,13,0.461538461538462
2014,11,"Loreto","Herido",8,14,0.571428571428571
2014,11,"Loreto","Muerto",1,14,0.0714285714285714
2014,11,"Loreto","Solo danos",5,14,0.357142857142857
2014,11,"Los Alcazares","Herido",4,7,0.571428571428571
2014,11,"Los Alcazares","Solo danos",3,7,0.428571428571429
2014,11,"Los Alpes","Herido",3,8,0.375
2014,11,"Los Alpes","Solo danos",5,8,0.625
2014,11,"Los angeles","Herido",10,17,0.588235294117647
2014,11,"Los angeles","Solo danos",7,17,0.411764705882353
2014,11,"Los Balsos Nº 1","Herido",1,5,0.2
2014,11,"Los Balsos Nº 1","Solo danos",4,5,0.8
2014,11,"Los Balsos Nº 2","Herido",5,13,0.384615384615385
2014,11,"Los Balsos Nº 2","Solo danos",8,13,0.615384615384615
2014,11,"Los Cerros - El Vergel","Herido",9,13,0.692307692307692
2014,11,"Los Cerros - El Vergel","Solo danos",4,13,0.307692307692308
2014,11,"Los Colores","Herido",16,21,0.761904761904762
2014,11,"Los Colores","Solo danos",5,21,0.238095238095238
2014,11,"Los Conquistadores","Herido",33,77,0.428571428571429
2014,11,"Los Conquistadores","Solo danos",44,77,0.571428571428571
2014,11,"Los Mangos","Herido",10,13,0.769230769230769
2014,11,"Los Mangos","Solo danos",3,13,0.230769230769231
2014,11,"Los Naranjos","Herido",5,11,0.454545454545455
2014,11,"Los Naranjos","Solo danos",6,11,0.545454545454545
2014,11,"Los Pinos","Herido",10,21,0.476190476190476
2014,11,"Los Pinos","Solo danos",11,21,0.523809523809524
2014,11,"Manila","Herido",8,27,0.296296296296296
2014,11,"Manila","Solo danos",19,27,0.703703703703704
2014,11,"Manrique","Herido",13,18,0.722222222222222
2014,11,"Manrique","Solo danos",5,18,0.277777777777778
2014,11,"Manrique Central Nº 1","Herido",9,10,0.9
2014,11,"Manrique Central Nº 1","Solo danos",1,10,0.1
2014,11,"Manrique Central Nº 2","Herido",3,6,0.5
2014,11,"Manrique Central Nº 2","Solo danos",3,6,0.5
2014,11,"Mirador del Doce","Herido",1,1,1
2014,11,"Miraflores","Herido",6,8,0.75
2014,11,"Miraflores","Solo danos",2,8,0.25
2014,11,"Miranda","Herido",7,12,0.583333333333333
2014,11,"Miranda","Solo danos",5,12,0.416666666666667
2014,11,"Miravalle","Herido",1,2,0.5
2014,11,"Miravalle","Solo danos",1,2,0.5
2014,11,"Monteclaro","Herido",2,2,1
2014,11,"Moravia","Herido",11,19,0.578947368421053
2014,11,"Moravia","Solo danos",8,19,0.421052631578947
2014,11,"Moscu Nº 1","Herido",6,7,0.857142857142857
2014,11,"Moscu Nº 1","Solo danos",1,7,0.142857142857143
2014,11,"Moscu Nº 2","Herido",8,9,0.888888888888889
2014,11,"Moscu Nº 2","Solo danos",1,9,0.111111111111111
2014,11,"Naranjal","Herido",19,41,0.463414634146341
2014,11,"Naranjal","Muerto",1,41,0.024390243902439
2014,11,"Naranjal","Solo danos",21,41,0.51219512195122
2014,11,"Nueva Villa de Aburra","Herido",1,1,1
2014,11,"Nuevos Conquistadores","Herido",1,1,1
2014,11,"Olaya Herrera","Herido",2,3,0.666666666666667
2014,11,"Olaya Herrera","Solo danos",1,3,0.333333333333333
2014,11,"Oriente","Solo danos",2,2,1
2014,11,"Pablo VI","Herido",1,2,0.5
2014,11,"Pablo VI","Solo danos",1,2,0.5
2014,11,"Palenque","Herido",4,7,0.571428571428571
2014,11,"Palenque","Solo danos",3,7,0.428571428571429
2014,11,"Palermo","Herido",2,2,1
2014,11,"Patio Bonito","Herido",5,8,0.625
2014,11,"Patio Bonito","Solo danos",3,8,0.375
2014,11,"Pedregal","Herido",11,13,0.846153846153846
2014,11,"Pedregal","Solo danos",2,13,0.153846153846154
2014,11,"Pedregal Alto","Herido",1,1,1
2014,11,"Pedregal Bajo","Herido",1,2,0.5
2014,11,"Pedregal Bajo","Solo danos",1,2,0.5
2014,11,"Perpetuo Socorro","Herido",36,67,0.537313432835821
2014,11,"Perpetuo Socorro","Muerto",1,67,0.0149253731343284
2014,11,"Perpetuo Socorro","Solo danos",30,67,0.447761194029851
2014,11,"Picacho","Herido",6,7,0.857142857142857
2014,11,"Picacho","Solo danos",1,7,0.142857142857143
2014,11,"Piedras Blancas","Herido",3,3,1
2014,11,"Popular","Herido",7,9,0.777777777777778
2014,11,"Popular","Solo danos",2,9,0.222222222222222
2014,11,"Prado","Herido",19,38,0.5
2014,11,"Prado","Solo danos",19,38,0.5
2014,11,"Robledo","Herido",33,73,0.452054794520548
2014,11,"Robledo","Solo danos",40,73,0.547945205479452
2014,11,"Rosales","Herido",6,16,0.375
2014,11,"Rosales","Solo danos",10,16,0.625
2014,11,"San Antonio","Solo danos",1,1,1
2014,11,"San Benito","Herido",23,65,0.353846153846154
2014,11,"San Benito","Muerto",1,65,0.0153846153846154
2014,11,"San Benito","Solo danos",41,65,0.630769230769231
2014,11,"San Bernardo","Herido",6,14,0.428571428571429
2014,11,"San Bernardo","Solo danos",8,14,0.571428571428571
2014,11,"San Diego","Herido",10,28,0.357142857142857
2014,11,"San Diego","Solo danos",18,28,0.642857142857143
2014,11,"San German","Herido",10,12,0.833333333333333
2014,11,"San German","Solo danos",2,12,0.166666666666667
2014,11,"San Isidro","Herido",8,9,0.888888888888889
2014,11,"San Isidro","Solo danos",1,9,0.111111111111111
2014,11,"San Javier Nº 1","Herido",11,16,0.6875
2014,11,"San Javier Nº 1","Solo danos",5,16,0.3125
2014,11,"San Javier Nº 2","Herido",2,4,0.5
