"PERIODO","MES","BARRIO","GRAVEDAD","CONTEO"
2014,10,"Alejandro Echavarria","Herido",10
2014,10,"Alejandro Echavarria","Muerto",1
2014,10,"Alejandro Echavarria","Solo danos",2
2014,10,"Alfonso Lopez","Herido",19
2014,10,"Alfonso Lopez","Solo danos",6
2014,10,"Altamira","Herido",8
2014,10,"Altamira","Solo danos",7
2014,10,"Altavista","Herido",3
2014,10,"Altavista","Solo danos",1
2014,10,"Altavista Sector Central","Herido",2
2014,10,"Altos del Poblado","Herido",3
2014,10,"Altos del Poblado","Solo danos",4
2014,10,"Andalucia","Herido",3
2014,10,"Antonio Narino","Herido",4
2014,10,"Antonio Narino","Solo danos",1
2014,10,"Aranjuez","Herido",18
2014,10,"Aranjuez","Solo danos",14
2014,10,"Area De Expansion Altavista","Herido",1
2014,10,"Area De Expansion Altavista","Solo danos",1
2014,10,"area de Expansion Pajarito","Herido",8
2014,10,"area de Expansion San Antonio de Prado","Solo danos",1
2014,10,"Asomadera Nº 1","Herido",1
2014,10,"Asomadera Nº 1","Muerto",1
2014,10,"Asomadera Nº 1","Solo danos",2
2014,10,"Asomadera Nº 2","Herido",2
2014,10,"Asomadera Nº 2","Solo danos",2
2014,10,"Asomadera Nº 3","Solo danos",1
2014,10,"Astorga","Herido",4
2014,10,"Astorga","Solo danos",7
2014,10,"Aures Nº 1","Herido",9
2014,10,"Aures Nº 2","Herido",8
2014,10,"Aures Nº 2","Solo danos",1
2014,10,"Barrio Colombia","Herido",12
2014,10,"Barrio Colombia","Solo danos",9
2014,10,"Barrio Colon","Herido",23
2014,10,"Barrio Colon","Solo danos",27
2014,10,"Barrio Cristobal","Herido",1
2014,10,"Barrio Cristobal","Solo danos",2
2014,10,"Barrios de Jesus","Herido",3
2014,10,"Belalcazar","Herido",8
2014,10,"Belalcazar","Solo danos",4
2014,10,"Belen","Herido",11
2014,10,"Belen","Solo danos",27
2014,10,"Bello Horizonte","Herido",8
2014,10,"Bello Horizonte","Solo danos",1
2014,10,"Berlin","Herido",7
2014,10,"Berlin","Muerto",1
2014,10,"Berlin","Solo danos",3
2014,10,"Bermejal - Los alamos","Solo danos",1
2014,10,"Betania","Herido",1
2014,10,"Betania","Solo danos",1
2014,10,"Blanquizal","Herido",1
2014,10,"Bolivariana","Herido",5
2014,10,"Bolivariana","Solo danos",8
2014,10,"Bombona Nº 1","Herido",9
2014,10,"Bombona Nº 1","Solo danos",9
2014,10,"Bombona Nº 2","Herido",3
2014,10,"Bombona Nº 2","Solo danos",4
2014,10,"Bosques de San Pablo","Solo danos",2
2014,10,"Boston","Herido",23
2014,10,"Boston","Solo danos",20
2014,10,"Boyaca","Herido",7
2014,10,"Boyaca","Muerto",1
2014,10,"Boyaca","Solo danos",2
2014,10,"Brasilia","Herido",5
2014,10,"Brasilia","Solo danos",3
2014,10,"Buenos Aires","Herido",12
2014,10,"Buenos Aires","Solo danos",1
2014,10,"Cabecera San Antonio de Prado","Herido",10
2014,10,"Cabecera San Antonio de Prado","Solo danos",1
2014,10,"Cabecera Urbana San Cristobal","Herido",4
2014,10,"Cabecera Urbana San Cristobal","Solo danos",1
2014,10,"Caicedo","Herido",16
2014,10,"Caicedo","Solo danos",6
2014,10,"Calasanz","Herido",9
2014,10,"Calasanz","Solo danos",8
2014,10,"Calasanz Parte Alta","Herido",3
2014,10,"Calasanz Parte Alta","Solo danos",3
2014,10,"Calle Nueva","Herido",14
2014,10,"Calle Nueva","Solo danos",16
2014,10,"Campo Alegre","Herido",6
2014,10,"Campo Alegre","Solo danos",1
2014,10,"Campo Amor","Herido",32
2014,10,"Campo Amor","Solo danos",40
2014,10,"Campo Valdes Nº 1","Herido",20
2014,10,"Campo Valdes Nº 1","Solo danos",6
2014,10,"Campo Valdes Nº 2","Herido",13
2014,10,"Caribe","Herido",31
2014,10,"Caribe","Solo danos",57
2014,10,"Carlos E. Restrepo","Herido",19
2014,10,"Carlos E. Restrepo","Solo danos",25
2014,10,"Carpinelo","Herido",1
2014,10,"Castilla","Herido",70
2014,10,"Castilla","Muerto",1
2014,10,"Castilla","Solo danos",54
2014,10,"Castropol","Herido",8
2014,10,"Castropol","Solo danos",8
2014,10,"Cataluna","Herido",4
2014,10,"Cataluna","Solo danos",1
2014,10,"Cerro Nutibara","Herido",7
2014,10,"Cerro Nutibara","Solo danos",5
2014,10,"Corazon de Jesus","Herido",17
2014,10,"Corazon de Jesus","Solo danos",31
2014,10,"Cordoba","Herido",9
2014,10,"Cordoba","Solo danos",5
2014,10,"Cristo Rey","Herido",14
2014,10,"Cristo Rey","Solo danos",19
2014,10,"Cuarta Brigada","Herido",13
2014,10,"Cuarta Brigada","Solo danos",12
2014,10,"Cucaracho","Herido",12
2014,10,"Cucaracho","Solo danos",5
2014,10,"Diego Echavarria","Herido",1
2014,10,"Diego Echavarria","Solo danos",4
2014,10,"Doce de Octubre Nº 1","Herido",7
2014,10,"Doce de Octubre Nº 1","Solo danos",5
2014,10,"Doce de Octubre Nº 2","Herido",6
2014,10,"Doce de Octubre Nº 2","Solo danos",1
2014,10,"Eduardo Santos","Herido",2
2014,10,"El Castillo","Solo danos",4
2014,10,"El Chagualo","Herido",14
2014,10,"El Chagualo","Muerto",1
2014,10,"El Chagualo","Solo danos",13
2014,10,"El Compromiso","Herido",1
2014,10,"El Corazon","Herido",1
2014,10,"El Danubio","Herido",3
2014,10,"El Danubio","Solo danos",6
2014,10,"El Diamante","Herido",14
2014,10,"El Diamante","Solo danos",3
2014,10,"El Diamante Nº 2","Herido",1
2014,10,"El Diamante Nº 2","Solo danos",5
2014,10,"El Nogal - Los Almendros","Herido",5
2014,10,"El Nogal - Los Almendros","Solo danos",4
2014,10,"El Pinal","Herido",3
2014,10,"El Pinal","Solo danos",6
2014,10,"El Playon de Los Comuneros","Herido",4
2014,10,"El Poblado","Herido",4
2014,10,"El Poblado","Solo danos",12
2014,10,"El Pomar","Herido",5
2014,10,"El Pomar","Solo danos",2
2014,10,"El Progreso","Herido",12
2014,10,"El Progreso","Solo danos",9
2014,10,"El Progreso Nº 2","Solo danos",1
2014,10,"El Raizal","Herido",1
2014,10,"El Raizal","Solo danos",3
2014,10,"El Rincon","Herido",10
2014,10,"El Rincon","Solo danos",5
2014,10,"El Rodeo","Solo danos",1
2014,10,"El Salado","Herido",2
2014,10,"El Salado","Solo danos",1
2014,10,"El Salvador","Herido",5
2014,10,"El Tesoro","Herido",2
2014,10,"El Tesoro","Solo danos",9
2014,10,"El Velodromo","Herido",2
2014,10,"El Velodromo","Solo danos",6
2014,10,"El Volador","Herido",2
2014,10,"El Volador","Solo danos",2
2014,10,"Enciso","Herido",10
2014,10,"Enciso","Solo danos",2
2014,10,"Estacion Villa","Herido",9
2014,10,"Estacion Villa","Solo danos",8
2014,10,"Estadio","Herido",15
2014,10,"Estadio","Solo danos",14
2014,10,"Fatima","Herido",10
2014,10,"Fatima","Solo danos",9
2014,10,"Ferrini","Herido",4
2014,10,"Ferrini","Solo danos",3
2014,10,"Florencia","Herido",1
2014,10,"Florencia","Solo danos",4
2014,10,"Florida Nueva","Herido",6
2014,10,"Florida Nueva","Solo danos",5
2014,10,"Francisco Antonio Zea","Herido",1
2014,10,"Francisco Antonio Zea","Solo danos",5
2014,10,"Fuente Clara","Herido",1
2014,10,"Gerona","Herido",4
2014,10,"Gerona","Solo danos",2
2014,10,"Girardot","Herido",16
2014,10,"Girardot","Solo danos",8
2014,10,"Granada","Herido",6
2014,10,"Granada","Solo danos",6
2014,10,"Granizal","Herido",3
2014,10,"Granizal","Solo danos",2
2014,10,"Guayabal","Herido",20
2014,10,"Guayabal","Solo danos",24
2014,10,"Guayaquil","Herido",27
2014,10,"Guayaquil","Solo danos",36
2014,10,"Hector Abad Gomez","Herido",10
2014,10,"Hector Abad Gomez","Solo danos",6
2014,10,"Inst","Herido",3
2014,10,"Inst","Solo danos",2
2014,10,"Jesus Nazareno","Herido",19
2014,10,"Jesus Nazareno","Muerto",1
2014,10,"Jesus Nazareno","Solo danos",14
2014,10,"Juan XXIII","Herido",4
2014,10,"Juan XXIII","Solo danos",1
2014,10,"Kennedy","Herido",12
2014,10,"Kennedy","Solo danos",3
2014,10,"La Aguacatala","Herido",4
2014,10,"La Aguacatala","Solo danos",12
2014,10,"La America","Herido",11
2014,10,"La America","Solo danos",8
2014,10,"La Avanzada","Herido",2
2014,10,"La Candelaria","Herido",53
2014,10,"La Candelaria","Solo danos",70
2014,10,"La Castellana","Herido",7
2014,10,"La Castellana","Solo danos",3
2014,10,"La Colina","Herido",5
2014,10,"La Colina","Solo danos",5
2014,10,"La Cruz","Herido",4
2014,10,"La Cruz","Solo danos",2
2014,10,"La Esperanza","Herido",11
2014,10,"La Esperanza","Solo danos",2
2014,10,"La Esperanza Nº 2","Herido",1
2014,10,"La Floresta","Herido",5
2014,10,"La Floresta","Solo danos",9
2014,10,"La Florida","Herido",4
2014,10,"La Florida","Solo danos",11
2014,10,"La Francia","Herido",3
2014,10,"La Francia","Solo danos",3
2014,10,"La Frontera","Herido",8
2014,10,"La Frontera","Solo danos",1
2014,10,"La Gloria","Herido",5
2014,10,"La Gloria","Solo danos",1
2014,10,"La Hondonada","Solo danos",2
2014,10,"La Isla","Herido",2
2014,10,"La Ladera","Solo danos",1
2014,10,"La Libertad","Herido",3
2014,10,"La Libertad","Solo danos",2
2014,10,"La Loma de Los Bernal","Herido",3
2014,10,"La Loma de Los Bernal","Solo danos",5
2014,10,"La Mansion","Herido",3
2014,10,"La Mansion","Solo danos",1
2014,10,"La Milagrosa","Herido",7
2014,10,"La Milagrosa","Solo danos",1
2014,10,"La Mota","Herido",3
2014,10,"La Mota","Muerto",1
2014,10,"La Mota","Solo danos",1
2014,10,"La Palma","Herido",7
2014,10,"La Palma","Solo danos",5
2014,10,"La Pilarica","Herido",8
2014,10,"La Pilarica","Solo danos",7
2014,10,"La Pinuela","Herido",6
2014,10,"La Pradera","Herido",3
2014,10,"La Pradera","Solo danos",3
2014,10,"La Rosa","Herido",2
2014,10,"La Rosa","Solo danos",1
2014,10,"La Salle","Herido",6
2014,10,"La Salle","Solo danos",2
2014,10,"Lalinde","Herido",1
2014,10,"Lalinde","Solo danos",3
2014,10,"Las Acacias","Herido",5
2014,10,"Las Acacias","Solo danos",18
2014,10,"Las Brisas","Herido",6
2014,10,"Las Brisas","Solo danos",8
2014,10,"Las Esmeraldas","Herido",4
2014,10,"Las Esmeraldas","Solo danos",3
2014,10,"Las Estancias","Herido",6
2014,10,"Las Granjas","Herido",12
2014,10,"Las Granjas","Solo danos",2
2014,10,"Las Independencias","Herido",1
2014,10,"Las Lomas Nº 1","Herido",5
2014,10,"Las Lomas Nº 1","Solo danos",8
2014,10,"Las Lomas Nº 2","Herido",1
2014,10,"Las Lomas Nº 2","Solo danos",4
2014,10,"Las Mercedes","Herido",2
2014,10,"Las Mercedes","Solo danos",1
2014,10,"Las Palmas","Herido",5
2014,10,"Las Palmas","Solo danos",3
2014,10,"Las Playas","Herido",5
2014,10,"Las Playas","Solo danos",6
2014,10,"Las Violetas","Herido",3
2014,10,"Las Violetas","Solo danos",3
2014,10,"Laureles","Herido",9
2014,10,"Laureles","Solo danos",18
2014,10,"Lopez de Mesa","Herido",11
2014,10,"Lopez de Mesa","Solo danos",4
2014,10,"Lorena","Herido",8
2014,10,"Lorena","Solo danos",10
2014,10,"Loreto","Herido",7
2014,10,"Loreto","Solo danos",5
2014,10,"Los Alcazares","Herido",4
2014,10,"Los Alpes","Herido",3
2014,10,"Los Alpes","Solo danos",5
2014,10,"Los angeles","Herido",15
2014,10,"Los angeles","Solo danos",6
2014,10,"Los Balsos Nº 1","Herido",2
2014,10,"Los Balsos Nº 2","Herido",2
2014,10,"Los Balsos Nº 2","Solo danos",8
2014,10,"Los Cerros - El Vergel","Herido",4
2014,10,"Los Cerros - El Vergel","Solo danos",3
2014,10,"Los Colores","Herido",16
2014,10,"Los Colores","Solo danos",13
2014,10,"Los Conquistadores","Herido",19
2014,10,"Los Conquistadores","Solo danos",26
2014,10,"Los Mangos","Herido",5
2014,10,"Los Mangos","Solo danos",1
2014,10,"Los Naranjos","Herido",6
2014,10,"Los Naranjos","Solo danos",10
2014,10,"Los Pinos","Herido",7
2014,10,"Los Pinos","Solo danos",7
2014,10,"Manila","Herido",12
2014,10,"Manila","Solo danos",19
2014,10,"Manrique","Herido",10
2014,10,"Manrique","Muerto",1
2014,10,"Manrique","Solo danos",3
2014,10,"Manrique Central Nº 1","Herido",16
2014,10,"Manrique Central Nº 1","Solo danos",5
2014,10,"Manrique Central Nº 2","Herido",7
2014,10,"Maria Cano - Carambola","Herido",1
2014,10,"Metropolitano","Herido",1
2014,10,"Miraflores","Herido",6
2014,10,"Miraflores","Solo danos",3
2014,10,"Miranda","Herido",14
2014,10,"Miranda","Solo danos",6
2014,10,"Miravalle","Herido",1
2014,10,"Miravalle","Solo danos",1
2014,10,"Monteclaro","Herido",1
2014,10,"Moravia","Herido",15
2014,10,"Moravia","Solo danos",5
2014,10,"Moscu Nº 1","Herido",4
2014,10,"Moscu Nº 2","Herido",3
2014,10,"Naranjal","Herido",22
2014,10,"Naranjal","Solo danos",30
2014,10,"Nueva Villa de Aburra","Herido",1
2014,10,"Nuevos Conquistadores","Herido",3
2014,10,"Ocho de Marzo","Herido",1
2014,10,"Olaya Herrera","Herido",4
2014,10,"Olaya Herrera","Solo danos",1
2014,10,"Pablo VI","Herido",2
2014,10,"Palenque","Herido",4
2014,10,"Palenque","Solo danos",5
2014,10,"Palermo","Herido",3
2014,10,"Patio Bonito","Herido",3
2014,10,"Patio Bonito","Solo danos",11
2014,10,"Pedregal","Herido",6
2014,10,"Pedregal","Solo danos",3
2014,10,"Pedregal Bajo","Herido",1
2014,10,"Perpetuo Socorro","Herido",35
2014,10,"Perpetuo Socorro","Solo danos",34
2014,10,"Picachito","Herido",1
2014,10,"Picacho","Herido",10
2014,10,"Picacho","Solo danos",5
2014,10,"Piedras Blancas","Herido",1
2014,10,"Popular","Herido",5
2014,10,"Popular","Solo danos",1
2014,10,"Potrerito","Herido",1
2014,10,"Prado","Herido",20
2014,10,"Prado","Solo danos",13
2014,10,"Robledo","Herido",35
2014,10,"Robledo","Muerto",1
2014,10,"Robledo","Solo danos",35
2014,10,"Rosales","Herido",13
2014,10,"Rosales","Solo danos",14
2014,10,"San Benito","Herido",24
2014,10,"San Benito","Solo danos",32
2014,10,"San Bernardo","Herido",8
2014,10,"San Bernardo","Solo danos",6
2014,10,"San Diego","Herido",13
2014,10,"San Diego","Solo danos",22
2014,10,"San German","Herido",4
2014,10,"San German","Solo danos",7
2014,10,"San Isidro","Herido",12
2014,10,"San Isidro","Solo danos",4
2014,10,"San Javier Nº 1","Herido",5
2014,10,"San Javier Nº 1","Solo danos",7
2014,10,"San Javier Nº 2","Herido",3
2014,10,"San Javier Nº 2","Solo danos",3
2014,10,"San Joaquin","Herido",5
2014,10,"San Joaquin","Solo danos",5
2014,10,"San Jose La Cima Nº 1","Herido",1
2014,10,"San Jose La Cima Nº 2","Herido",1
2014,10,"San Lucas","Solo danos",2
2014,10,"San Martin de Porres","Herido",3
2014,10,"San Martin de Porres","Solo danos",1
2014,10,"San Miguel","Herido",9
2014,10,"San Miguel","Muerto",1
2014,10,"San Miguel","Solo danos",6
2014,10,"San Pedro","Herido",15
2014,10,"San Pedro","Solo danos",4
2014,10,"Santa Cruz","Herido",6
2014,10,"Santa Cruz","Solo danos",6
2014,10,"Santa Fe","Herido",31
2014,10,"Santa Fe","Muerto",1
2014,10,"Santa Fe","Solo danos",23
2014,10,"Santa Ines","Herido",12
2014,10,"Santa Lucia","Herido",7
2014,10,"Santa Lucia","Solo danos",1
2014,10,"Santa Margarita","Herido",2
2014,10,"Santa Margarita","Solo danos",1
2014,10,"Santa Maria de los angeles","Herido",4
2014,10,"Santa Maria de los angeles","Solo danos",5
2014,10,"Santa Monica","Herido",7
2014,10,"Santa Monica","Solo danos",2
2014,10,"Santa Rosa de Lima","Herido",1
2014,10,"Santa Teresita","Herido",3
2014,10,"Santa Teresita","Solo danos",1
2014,10,"Santander","Herido",8
2014,10,"Santander","Solo danos",2
2014,10,"Santo Domingo Savio Nº 1","Herido",10
2014,10,"Santo Domingo Savio Nº 1","Solo danos",3
2014,10,"Santo Domingo Savio Nº 2","Herido",3
2014,10,"Santo Domingo Savio Nº 2","Solo danos",2
2014,10,"Sevilla","Herido",15
2014,10,"Sevilla","Solo danos",6
2014,10,"Simon Bolivar","Herido",1
2014,10,"Simon Bolivar","Solo danos",1
2014,10,"Sin Nombre","Herido",1
2014,10,"Suburbano Altavista","Herido",1
2014,10,"Suburbano El Plan","Herido",14
2014,10,"Suburbano El Plan","Solo danos",1
2014,10,"Suburbano La Loma","Solo danos",2
2014,10,"Suburbano Mirador del Poblado","Herido",1
2014,10,"Suburbano Mirador del Poblado","Solo danos",1
2014,10,"Sucre","Herido",9
2014,10,"Sucre","Solo danos",6
2014,10,"Suramericana","Herido",14
2014,10,"Suramericana","Muerto",1
2014,10,"Suramericana","Solo danos",21
2014,10,"Tejelo","Herido",8
2014,10,"Tejelo","Solo danos",3
2014,10,"Tenche","Herido",5
2014,10,"Tenche","Solo danos",6
2014,10,"Toscana","Herido",10
2014,10,"Toscana","Solo danos",2
2014,10,"Tricentenario","Herido",10
2014,10,"Tricentenario","Solo danos",1
2014,10,"Trinidad","Herido",8
2014,10,"Trinidad","Solo danos",11
2014,10,"Veinte de Julio","Herido",6
2014,10,"Versalles Nº 1","Herido",11
2014,10,"Versalles Nº 1","Muerto",1
2014,10,"Versalles Nº 1","Solo danos",3
2014,10,"Versalles Nº 2","Solo danos",2
2014,10,"Villa Carlota","Herido",17
2014,10,"Villa Carlota","Solo danos",19
2014,10,"Villa de La Iguana","Herido",4
2014,10,"Villa de La Iguana","Solo danos",2
2014,10,"Villa del Socorro","Herido",3
2014,10,"Villa del Socorro","Solo danos",2
2014,10,"Villa Flora","Herido",8
2014,10,"Villa Flora","Solo danos",1
2014,10,"Villa Guadalupe","Herido",5
2014,10,"Villa Guadalupe","Solo danos",2
2014,10,"Villa Hermosa","Herido",10
2014,10,"Villa Hermosa","Solo danos",1
2014,10,"Villa Lilliam","Herido",4
2014,10,"Villa Niza","Herido",2
2014,10,"Villa Nueva","Herido",29
2014,10,"Villa Nueva","Solo danos",24
2014,10,"Villa Turbay","Herido",1
2014,10,"Villatina","Herido",7
2014,10,"Villatina","Solo danos",2
2014,10,"Zona rural","Herido",4
2014,10,"Zona rural","Muerto",2
2014,11,"","Herido",1
2014,11,"Aguas Frias","Herido",3
2014,11,"Aldea Pablo VI","Herido",1
2014,11,"Alejandria","Solo danos",5
2014,11,"Alejandro Echavarria","Herido",11
2014,11,"Alejandro Echavarria","Solo danos",3
2014,11,"Alfonso Lopez","Herido",9
2014,11,"Alfonso Lopez","Solo danos",4
2014,11,"Altamira","Herido",8
2014,11,"Altamira","Solo danos",4
2014,11,"Altavista","Herido",4
2014,11,"Altavista","Solo danos",1
2014,11,"Altavista Sector Central","Herido",1
2014,11,"Altos del Poblado","Herido",4
2014,11,"Altos del Poblado","Solo danos",2
2014,11,"Andalucia","Herido",5
2014,11,"Andalucia","Muerto",1
2014,11,"Andalucia","Solo danos",1
2014,11,"Antonio Narino","Herido",3
2014,11,"Antonio Narino","Solo danos",2
2014,11,"Aranjuez","Herido",13
2014,11,"Aranjuez","Solo danos",22
2014,11,"Area De Expansion Altavista","Herido",1
2014,11,"area de Expansion Pajarito","Herido",11
2014,11,"area de Expansion Pajarito","Solo danos",2
2014,11,"area de Expansion San Antonio de Prado","Herido",1
2014,11,"Asomadera Nº 1","Herido",4
2014,11,"Asomadera Nº 1","Solo danos",2
2014,11,"Asomadera Nº 2","Herido",4
2014,11,"Asomadera Nº 2","Solo danos",7
2014,11,"Asomadera Nº 3","Solo danos",2
2014,11,"Astorga","Herido",1
2014,11,"Astorga","Solo danos",5
2014,11,"Aures Nº 1","Herido",3
2014,11,"Aures Nº 1","Solo danos",2
2014,11,"Aures Nº 2","Herido",9
2014,11,"Barrio Colombia","Herido",7
2014,11,"Barrio Colombia","Solo danos",11
2014,11,"Barrio Colon","Herido",27
2014,11,"Barrio Colon","Solo danos",32
2014,11,"Barrio Cristobal","Herido",1
2014,11,"Barrio Cristobal","Solo danos",1
2014,11,"Barrios de Jesus","Herido",1
2014,11,"Barrios de Jesus","Muerto",1
2014,11,"Barrios de Jesus","Solo danos",1
2014,11,"Belalcazar","Herido",4
2014,11,"Belalcazar","Solo danos",2
2014,11,"Belen","Herido",13
2014,11,"Belen","Solo danos",22
2014,11,"Belencito","Herido",4
2014,11,"Bello Horizonte","Solo danos",3
2014,11,"Berlin","Herido",9
2014,11,"Berlin","Solo danos",3
2014,11,"Bermejal - Los alamos","Herido",3
2014,11,"Bermejal - Los alamos","Solo danos",1
2014,11,"Betania","Herido",1
2014,11,"Blanquizal","Herido",1
2014,11,"Blanquizal","Solo danos",1
2014,11,"Bolivariana","Herido",6
2014,11,"Bolivariana","Solo danos",2
2014,11,"Bombona Nº 1","Herido",12
2014,11,"Bombona Nº 1","Solo danos",11
2014,11,"Bombona Nº 2","Herido",2
2014,11,"Bombona Nº 2","Solo danos",2
2014,11,"Bosques de San Pablo","Herido",2
2014,11,"Bosques de San Pablo","Solo danos",2
2014,11,"Boston","Herido",14
2014,11,"Boston","Solo danos",17
2014,11,"Boyaca","Herido",7
2014,11,"Boyaca","Solo danos",1
2014,11,"Brasilia","Herido",9
2014,11,"Brasilia","Solo danos",2
2014,11,"Buenos Aires","Herido",18
2014,11,"Buenos Aires","Solo danos",9
2014,11,"Cabecera San Antonio de Prado","Herido",9
2014,11,"Cabecera San Antonio de Prado","Solo danos",1
2014,11,"Cabecera Urbana San Cristobal","Herido",9
2014,11,"Cabecera Urbana San Cristobal","Solo danos",4
2014,11,"Caicedo","Herido",9
2014,11,"Caicedo","Solo danos",10
2014,11,"Calasanz","Herido",8
2014,11,"Calasanz","Solo danos",5
2014,11,"Calasanz Parte Alta","Herido",4
2014,11,"Calasanz Parte Alta","Solo danos",1
2014,11,"Calle Nueva","Herido",9
2014,11,"Calle Nueva","Solo danos",10
2014,11,"Campo Alegre","Herido",3
2014,11,"Campo Alegre","Solo danos",6
2014,11,"Campo Amor","Herido",22
2014,11,"Campo Amor","Solo danos",25
2014,11,"Campo Valdes Nº 1","Herido",16
2014,11,"Campo Valdes Nº 1","Solo danos",6
2014,11,"Campo Valdes Nº 2","Herido",17
2014,11,"Campo Valdes Nº 2","Solo danos",2
2014,11,"Caribe","Herido",35
2014,11,"Caribe","Muerto",1
2014,11,"Caribe","Solo danos",40
2014,11,"Carlos E. Restrepo","Herido",27
2014,11,"Carlos E. Restrepo","Solo danos",25
2014,11,"Castilla","Herido",59
2014,11,"Castilla","Muerto",1
2014,11,"Castilla","Solo danos",53
2014,11,"Castropol","Herido",8
2014,11,"Castropol","Solo danos",6
2014,11,"Cataluna","Herido",1
2014,11,"Cerro Nutibara","Herido",6
2014,11,"Cerro Nutibara","Solo danos",2
2014,11,"Corazon de Jesus","Herido",10
2014,11,"Corazon de Jesus","Solo danos",27
2014,11,"Cordoba","Herido",4
2014,11,"Cordoba","Solo danos",3
2014,11,"Cristo Rey","Herido",23
2014,11,"Cristo Rey","Muerto",1
2014,11,"Cristo Rey","Solo danos",21
2014,11,"Cuarta Brigada","Herido",6
2014,11,"Cuarta Brigada","Solo danos",12
2014,11,"Cucaracho","Herido",15
2014,11,"Cucaracho","Solo danos",6
2014,11,"Diego Echavarria","Herido",5
2014,11,"Diego Echavarria","Solo danos",2
2014,11,"Doce de Octubre Nº 1","Herido",9
2014,11,"Doce de Octubre Nº 1","Solo danos",4
2014,11,"Doce de Octubre Nº 2","Herido",9
2014,11,"Doce de Octubre Nº 2","Muerto",1
2014,11,"Doce de Octubre Nº 2","Solo danos",2
2014,11,"Eduardo Santos","Herido",1
2014,11,"El Castillo","Herido",1
2014,11,"El Castillo","Solo danos",2
2014,11,"El Chagualo","Herido",19
2014,11,"El Chagualo","Solo danos",24
2014,11,"El Corazon","Herido",1
2014,11,"El Danubio","Herido",2
2014,11,"El Danubio","Solo danos",2
2014,11,"El Diamante","Herido",13
2014,11,"El Diamante","Solo danos",2
2014,11,"El Diamante Nº 2","Solo danos",3
2014,11,"El Nogal - Los Almendros","Herido",2
2014,11,"El Nogal - Los Almendros","Solo danos",4
2014,11,"El Pesebre","Herido",2
2014,11,"El Pesebre","Solo danos",1
2014,11,"El Pinal","Herido",1
2014,11,"El Pinal","Solo danos",1
2014,11,"El Playon de Los Comuneros","Herido",6
2014,11,"El Playon de Los Comuneros","Solo danos",3
2014,11,"El Poblado","Herido",5
2014,11,"El Poblado","Solo danos",14
2014,11,"El Pomar","Herido",6
2014,11,"El Progreso","Herido",14
2014,11,"El Progreso","Solo danos",15
2014,11,"El Progreso Nº 2","Herido",3
2014,11,"El Raizal","Herido",8
2014,11,"El Raizal","Solo danos",1
2014,11,"El Rincon","Herido",4
2014,11,"El Rincon","Solo danos",2
2014,11,"El Rodeo","Herido",4
2014,11,"El Rodeo","Solo danos",2
2014,11,"El Salado","Herido",4
2014,11,"El Salado","Solo danos",2
2014,11,"El Salvador","Herido",6
2014,11,"El Salvador","Solo danos",2
2014,11,"El Tesoro","Herido",3
2014,11,"El Tesoro","Solo danos",5
2014,11,"El Triunfo","Herido",3
2014,11,"El Velodromo","Herido",1
2014,11,"El Velodromo","Solo danos",1
2014,11,"El Volador","Herido",3
2014,11,"El Volador","Solo danos",3
2014,11,"Enciso","Herido",11
2014,11,"Enciso","Solo danos",4
2014,11,"Estacion Villa","Herido",11
2014,11,"Estacion Villa","Solo danos",10
2014,11,"Estadio","Herido",10
2014,11,"Estadio","Solo danos",10
2014,11,"Fatima","Herido",12
2014,11,"Fatima","Solo danos",8
2014,11,"Ferrini","Herido",1
2014,11,"Ferrini","Solo danos",4
2014,11,"Florencia","Herido",9
2014,11,"Florencia","Solo danos",2
2014,11,"Florida Nueva","Herido",8
2014,11,"Florida Nueva","Solo danos",2
2014,11,"Francisco Antonio Zea","Herido",8
2014,11,"Francisco Antonio Zea","Solo danos",8
2014,11,"Fuente Clara","Herido",1
2014,11,"Gerona","Herido",9
2014,11,"Gerona","Solo danos",1
2014,11,"Girardot","Herido",8
2014,11,"Girardot","Solo danos",6
2014,11,"Granada","Herido",2
2014,11,"Granada","Solo danos",3
2014,11,"Granizal","Herido",7
2014,11,"Granizal","Solo danos",4
2014,11,"Guayabal","Herido",20
2014,11,"Guayabal","Solo danos",29
2014,11,"Guayaquil","Herido",26
2014,11,"Guayaquil","Muerto",2
2014,11,"Guayaquil","Solo danos",35
2014,11,"Hector Abad Gomez","Herido",8
2014,11,"Hector Abad Gomez","Solo danos",1
2014,11,"Inst","Herido",3
2014,11,"Inst","Muerto",1
2014,11,"Jesus Nazareno","Herido",17
2014,11,"Jesus Nazareno","Solo danos",22
2014,11,"Juan XXIII","Herido",2
2014,11,"Kennedy","Herido",18
2014,11,"Kennedy","Muerto",1
2014,11,"Kennedy","Solo danos",2
2014,11,"La Aguacatala","Herido",12
2014,11,"La Aguacatala","Solo danos",14
2014,11,"La America","Herido",9
2014,11,"La America","Muerto",1
2014,11,"La America","Solo danos",12
2014,11,"La Avanzada","Herido",1
2014,11,"La Candelaria","Herido",53
2014,11,"La Candelaria","Solo danos",48
2014,11,"La Castellana","Herido",5
2014,11,"La Castellana","Solo danos",5
2014,11,"La Colina","Herido",5
2014,11,"La Colina","Solo danos",1
2014,11,"La Esperanza","Herido",8
2014,11,"La Esperanza Nº 2","Herido",1
2014,11,"La Esperanza Nº 2","Solo danos",1
2014,11,"La Floresta","Herido",8
2014,11,"La Floresta","Solo danos",6
