"PERIODO","MES","BARRIO","GRAVEDAD","CONTEO"
2016,8,"Asomadera Nº 2","Herido",3
2016,8,"Asomadera Nº 2","Solo danos",5
2016,8,"Asomadera Nº 3","Herido",1
2016,8,"Asomadera Nº 3","Solo danos",2
2016,8,"Astorga","Herido",3
2016,8,"Astorga","Solo danos",3
2016,8,"AUC1","Herido",1
2016,8,"Aures Nº 1","Herido",10
2016,8,"Aures Nº 1","Solo danos",2
2016,8,"Aures Nº 2","Herido",3
2016,8,"Aures Nº 2","Solo danos",1
2016,8,"Barrio Colombia","Herido",12
2016,8,"Barrio Colombia","Solo danos",9
2016,8,"Barrio Colon","Herido",26
2016,8,"Barrio Colon","Muerto",1
2016,8,"Barrio Colon","Solo danos",46
2016,8,"Barrio Cristobal","Herido",2
2016,8,"Barrios de Jesus","Solo danos",3
2016,8,"Belalcazar","Herido",5
2016,8,"Belalcazar","Solo danos",8
2016,8,"Belen","Herido",22
2016,8,"Belen","Solo danos",33
2016,8,"Belencito","Herido",1
2016,8,"Bello Horizonte","Herido",3
2016,8,"Bello Horizonte","Solo danos",4
2016,8,"Berlin","Herido",5
2016,8,"Berlin","Solo danos",7
2016,8,"Bermejal - Los alamos","Herido",4
2016,8,"Bermejal - Los alamos","Solo danos",1
2016,8,"Betania","Herido",2
2016,8,"Blanquizal","Herido",1
2016,8,"Bolivariana","Herido",8
2016,8,"Bolivariana","Solo danos",15
2016,8,"Bombona Nº 1","Herido",7
2016,8,"Bombona Nº 1","Solo danos",18
2016,8,"Bombona Nº 2","Herido",4
2016,8,"Bombona Nº 2","Solo danos",4
2016,8,"Bosques de San Pablo","Herido",1
2016,8,"Bosques de San Pablo","Solo danos",4
2016,8,"Boston","Herido",21
2016,8,"Boston","Muerto",1
2016,8,"Boston","Solo danos",22
2016,8,"Boyaca","Herido",9
2016,8,"Boyaca","Solo danos",3
2016,8,"Brasilia","Herido",1
2016,8,"Buenos Aires","Herido",10
2016,8,"Buenos Aires","Solo danos",5
2016,8,"Buga Patio Bonito","Herido",2
2016,8,"Cabecera San Antonio de Prado","Herido",6
2016,8,"Cabecera San Antonio de Prado","Solo danos",13
2016,8,"Cabecera Urbana San Cristobal","Herido",7
2016,8,"Cabecera Urbana San Cristobal","Solo danos",3
2016,8,"Caicedo","Herido",11
2016,8,"Caicedo","Solo danos",10
2016,8,"Calasanz","Herido",8
2016,8,"Calasanz","Solo danos",9
2016,8,"Calasanz Parte Alta","Herido",5
2016,8,"Calasanz Parte Alta","Solo danos",7
2016,8,"Calle Nueva","Herido",12
2016,8,"Calle Nueva","Muerto",1
2016,8,"Calle Nueva","Solo danos",15
2016,8,"Campo Alegre","Herido",4
2016,8,"Campo Alegre","Solo danos",1
2016,8,"Campo Amor","Herido",40
2016,8,"Campo Amor","Solo danos",30
2016,8,"Campo Valdes Nº 1","Herido",19
2016,8,"Campo Valdes Nº 1","Muerto",1
2016,8,"Campo Valdes Nº 1","Solo danos",5
2016,8,"Campo Valdes Nº 2","Herido",13
2016,8,"Campo Valdes Nº 2","Solo danos",2
2016,8,"Caribe","Herido",49
2016,8,"Caribe","Solo danos",29
2016,8,"Carlos E. Restrepo","Herido",21
2016,8,"Carlos E. Restrepo","Solo danos",30
2016,8,"Carpinelo","Herido",4
2016,8,"Carpinelo","Solo danos",1
2016,8,"Castilla","Herido",59
2016,8,"Castilla","Solo danos",35
2016,8,"Castropol","Herido",1
2016,8,"Castropol","Solo danos",10
2016,8,"Cataluna","Herido",4
2016,8,"Cataluna","Solo danos",1
2016,8,"Cerro Nutibara","Herido",10
2016,8,"Cerro Nutibara","Solo danos",3
2016,8,"Corazon de Jesus","Herido",26
2016,8,"Corazon de Jesus","Solo danos",35
2016,8,"Cordoba","Herido",5
2016,8,"Cordoba","Solo danos",3
2016,8,"Cristo Rey","Herido",20
2016,8,"Cristo Rey","Solo danos",18
2016,8,"Cuarta Brigada","Herido",11
2016,8,"Cuarta Brigada","Solo danos",7
2016,8,"Cucaracho","Herido",15
2016,8,"Cucaracho","Solo danos",6
2016,8,"Diego Echavarria","Herido",10
2016,8,"Diego Echavarria","Solo danos",6
2016,8,"Doce de Octubre Nº 1","Herido",6
2016,8,"Doce de Octubre Nº 1","Solo danos",2
2016,8,"Doce de Octubre Nº 2","Herido",5
2016,8,"Doce de Octubre Nº 2","Solo danos",1
2016,8,"El Castillo","Herido",1
2016,8,"El Castillo","Solo danos",7
2016,8,"El Chagualo","Herido",23
2016,8,"El Chagualo","Muerto",1
2016,8,"El Chagualo","Solo danos",14
2016,8,"El Compromiso","Herido",1
2016,8,"El Corazon","Herido",1
2016,8,"El Danubio","Herido",7
2016,8,"El Diamante","Herido",12
2016,8,"El Diamante","Solo danos",5
2016,8,"El Diamante Nº 2","Herido",2
2016,8,"El Diamante Nº 2","Solo danos",5
2016,8,"El Nogal - Los Almendros","Herido",2
2016,8,"El Nogal - Los Almendros","Solo danos",2
2016,8,"El Pesebre","Herido",3
2016,8,"El Pinal","Herido",9
2016,8,"El Pinal","Solo danos",3
2016,8,"El Playon de Los Comuneros","Herido",3
2016,8,"El Playon de Los Comuneros","Solo danos",1
2016,8,"El Poblado","Herido",6
2016,8,"El Poblado","Solo danos",17
2016,8,"El Pomar","Herido",2
2016,8,"El Pomar","Solo danos",2
2016,8,"El Progreso","Herido",17
2016,8,"El Progreso","Solo danos",17
2016,8,"El Raizal","Herido",8
2016,8,"El Raizal","Solo danos",1
2016,8,"El Rincon","Herido",13
2016,8,"El Rincon","Solo danos",4
2016,8,"El Rodeo","Herido",4
2016,8,"El Rodeo","Solo danos",2
2016,8,"El Salado","Herido",1
2016,8,"El Salvador","Herido",10
2016,8,"El Salvador","Solo danos",8
2016,8,"El Tesoro","Herido",1
2016,8,"El Tesoro","Solo danos",10
2016,8,"El Triunfo","Herido",2
2016,8,"El Velodromo","Herido",9
2016,8,"El Velodromo","Solo danos",7
2016,8,"El Volador","Muerto",1
2016,8,"El Volador","Solo danos",1
2016,8,"Enciso","Herido",7
2016,8,"Enciso","Muerto",1
2016,8,"Enciso","Solo danos",2
2016,8,"Estacion Villa","Herido",6
2016,8,"Estacion Villa","Muerto",1
2016,8,"Estacion Villa","Solo danos",10
2016,8,"Estadio","Herido",12
2016,8,"Estadio","Solo danos",13
2016,8,"Fatima","Herido",16
2016,8,"Fatima","Solo danos",6
2016,8,"Ferrini","Herido",1
2016,8,"Ferrini","Solo danos",3
2016,8,"Florencia","Herido",3
2016,8,"Florencia","Solo danos",3
2016,8,"Florida Nueva","Herido",8
2016,8,"Florida Nueva","Solo danos",7
2016,8,"Francisco Antonio Zea","Herido",6
2016,8,"Francisco Antonio Zea","Solo danos",1
2016,8,"Fuente Clara","Herido",2
2016,8,"Fuente Clara","Solo danos",2
2016,8,"Gerona","Herido",6
2016,8,"Gerona","Solo danos",4
2016,8,"Girardot","Herido",16
2016,8,"Girardot","Solo danos",7
2016,8,"Granada","Herido",8
2016,8,"Granada","Solo danos",6
2016,8,"Granizal","Herido",3
2016,8,"Granizal","Muerto",1
2016,8,"Guayabal","Herido",40
2016,8,"Guayabal","Solo danos",33
2016,8,"Guayaquil","Herido",17
2016,8,"Guayaquil","Muerto",1
2016,8,"Guayaquil","Solo danos",47
2016,8,"Hector Abad Gomez","Herido",14
2016,8,"Hector Abad Gomez","Muerto",1
2016,8,"Hector Abad Gomez","Solo danos",4
2016,8,"Inst","Herido",4
2016,8,"Inst","Solo danos",1
2016,8,"Jesus Nazareno","Herido",21
2016,8,"Jesus Nazareno","Solo danos",14
2016,8,"Juan XXIII","Herido",3
2016,8,"Kennedy","Herido",14
2016,8,"Kennedy","Solo danos",7
2016,8,"La Aguacatala","Herido",13
2016,8,"La Aguacatala","Solo danos",23
2016,8,"La America","Herido",10
2016,8,"La America","Muerto",1
2016,8,"La America","Solo danos",10
2016,8,"La Avanzada","Herido",1
2016,8,"La Candelaria","Herido",48
2016,8,"La Candelaria","Muerto",1
2016,8,"La Candelaria","Solo danos",67
2016,8,"La Castellana","Herido",3
2016,8,"La Castellana","Solo danos",6
2016,8,"La Colina","Herido",9
2016,8,"La Colina","Solo danos",2
2016,8,"La Cruz","Herido",1
2016,8,"La Esperanza","Herido",15
2016,8,"La Esperanza","Solo danos",1
2016,8,"La Esperanza Nº 2","Herido",1
2016,8,"La Esperanza Nº 2","Solo danos",1
2016,8,"La Floresta","Herido",12
2016,8,"La Floresta","Solo danos",2
2016,8,"La Florida","Herido",6
2016,8,"La Florida","Solo danos",12
2016,8,"La Francia","Herido",7
2016,8,"La Francia","Solo danos",1
2016,8,"La Frontera","Herido",1
2016,8,"La Frontera","Solo danos",2
2016,8,"La Gloria","Herido",13
2016,8,"La Gloria","Solo danos",8
2016,8,"La Hondonada","Herido",4
2016,8,"La Isla","Herido",1
2016,8,"La Ladera","Herido",1
2016,8,"La Libertad","Herido",3
2016,8,"La Libertad","Solo danos",1
2016,8,"La Loma de Los Bernal","Solo danos",5
2016,8,"La Mansion","Herido",2
2016,8,"La Mansion","Solo danos",2
2016,8,"La Milagrosa","Herido",5
2016,8,"La Milagrosa","Muerto",1
2016,8,"La Milagrosa","Solo danos",5
2016,8,"La Mota","Herido",6
2016,8,"La Mota","Solo danos",2
2016,8,"La Palma","Herido",8
2016,8,"La Palma","Solo danos",4
2016,8,"La Pilarica","Herido",6
2016,8,"La Pilarica","Solo danos",7
2016,8,"La Pinuela","Herido",5
2016,8,"La Pradera","Herido",6
2016,8,"La Pradera","Muerto",1
2016,8,"La Pradera","Solo danos",1
2016,8,"La Rosa","Herido",1
2016,8,"La Salle","Herido",7
2016,8,"La Salle","Solo danos",1
2016,8,"Lalinde","Solo danos",2
2016,8,"Las Acacias","Herido",18
2016,8,"Las Acacias","Solo danos",20
2016,8,"Las Brisas","Herido",15
2016,8,"Las Brisas","Solo danos",7
2016,8,"Las Esmeraldas","Herido",4
2016,8,"Las Esmeraldas","Solo danos",2
2016,8,"Las Estancias","Herido",4
2016,8,"Las Granjas","Herido",16
2016,8,"Las Granjas","Solo danos",8
2016,8,"Las Independencias","Herido",1
2016,8,"Las Lomas Nº 1","Herido",3
2016,8,"Las Lomas Nº 1","Solo danos",7
2016,8,"Las Lomas Nº 2","Herido",2
2016,8,"Las Lomas Nº 2","Solo danos",2
2016,8,"Las Mercedes","Herido",10
2016,8,"Las Mercedes","Solo danos",3
2016,8,"Las Palmas","Herido",3
2016,8,"Las Palmas","Solo danos",6
2016,8,"Las Playas","Herido",7
2016,8,"Las Playas","Solo danos",6
2016,8,"Las Violetas","Herido",5
2016,8,"Las Violetas","Solo danos",2
2016,8,"Laureles","Herido",15
2016,8,"Laureles","Solo danos",15
2016,8,"Llanaditas","Herido",1
2016,8,"Lopez de Mesa","Herido",13
2016,8,"Lorena","Herido",4
2016,8,"Lorena","Solo danos",5
2016,8,"Loreto","Herido",10
2016,8,"Loreto","Solo danos",6
2016,8,"Los Alcazares","Herido",5
2016,8,"Los Alcazares","Solo danos",1
2016,8,"Los Alpes","Herido",6
2016,8,"Los Alpes","Solo danos",6
2016,8,"Los angeles","Herido",16
2016,8,"Los angeles","Solo danos",12
2016,8,"Los Balsos Nº 1","Herido",2
2016,8,"Los Balsos Nº 1","Solo danos",9
2016,8,"Los Balsos Nº 2","Herido",2
2016,8,"Los Balsos Nº 2","Solo danos",9
2016,8,"Los Cerros - El Vergel","Herido",4
2016,8,"Los Cerros - El Vergel","Solo danos",1
2016,8,"Los Colores","Herido",18
2016,8,"Los Colores","Solo danos",11
2016,8,"Los Conquistadores","Herido",50
2016,8,"Los Conquistadores","Muerto",1
2016,8,"Los Conquistadores","Solo danos",39
2016,8,"Los Mangos","Herido",6
2016,8,"Los Mangos","Solo danos",3
2016,8,"Los Naranjos","Herido",3
2016,8,"Los Naranjos","Solo danos",1
2016,8,"Los Pinos","Herido",20
2016,8,"Los Pinos","Solo danos",11
2016,8,"Manila","Herido",18
2016,8,"Manila","Solo danos",22
2016,8,"Manrique","Herido",9
2016,8,"Manrique","Solo danos",3
2016,8,"Manrique Central Nº 1","Herido",17
2016,8,"Manrique Central Nº 1","Solo danos",6
2016,8,"Manrique Central Nº 2","Herido",4
2016,8,"Manrique Central Nº 2","Solo danos",3
2016,8,"Maria Cano - Carambola","Herido",1
2016,8,"Mirador del Doce","Herido",1
2016,8,"Miraflores","Herido",4
2016,8,"Miraflores","Solo danos",2
2016,8,"Miranda","Herido",14
2016,8,"Miranda","Solo danos",7
2016,8,"Miravalle","Solo danos",2
2016,8,"Monteclaro","Herido",2
2016,8,"Monteclaro","Solo danos",2
2016,8,"Moravia","Herido",19
2016,8,"Moravia","Muerto",1
2016,8,"Moravia","Solo danos",6
2016,8,"Moscu Nº 1","Herido",3
2016,8,"Moscu Nº 1","Solo danos",3
2016,8,"Moscu Nº 2","Herido",1
2016,8,"Naranjal","Herido",17
2016,8,"Naranjal","Solo danos",26
2016,8,"Nueva Villa de Aburra","Solo danos",2
2016,8,"Nuevos Conquistadores","Herido",4
2016,8,"Ocho de Marzo","Herido",2
2016,8,"Ocho de Marzo","Muerto",1
2016,8,"Olaya Herrera","Herido",2
2016,8,"Olaya Herrera","Solo danos",1
2016,8,"Oriente","Herido",1
2016,8,"Oriente","Solo danos",1
2016,8,"Pablo VI","Herido",1
2016,8,"Pajarito","Herido",2
2016,8,"Palenque","Herido",6
2016,8,"Palenque","Solo danos",1
2016,8,"Palermo","Herido",1
2016,8,"Patio Bonito","Herido",8
2016,8,"Patio Bonito","Solo danos",8
2016,8,"Pedregal","Herido",18
2016,8,"Pedregal","Solo danos",2
2016,8,"Pedregal Alto","Herido",4
2016,8,"Pedregal Bajo","Herido",2
2016,8,"Pedregal Bajo","Solo danos",1
2016,8,"Perpetuo Socorro","Herido",53
2016,8,"Perpetuo Socorro","Solo danos",41
2016,8,"Picachito","Herido",1
2016,8,"Picacho","Herido",18
2016,8,"Picacho","Solo danos",5
2016,8,"Piedras Blancas","Herido",1
2016,8,"Piedras Blancas Represa","Herido",1
2016,8,"Popular","Herido",4
2016,8,"Popular","Solo danos",4
2016,8,"Prado","Herido",15
2016,8,"Prado","Solo danos",11
2016,8,"Robledo","Herido",52
2016,8,"Robledo","Solo danos",35
2016,8,"Rosales","Herido",18
2016,8,"Rosales","Solo danos",7
2016,8,"San Antonio","Herido",1
2016,8,"San Benito","Herido",33
2016,8,"San Benito","Muerto",1
2016,8,"San Benito","Solo danos",29
2016,8,"San Bernardo","Herido",12
2016,8,"San Bernardo","Solo danos",4
2016,8,"San Diego","Herido",22
2016,8,"San Diego","Muerto",1
2016,8,"San Diego","Solo danos",36
2016,8,"San German","Herido",7
2016,8,"San German","Solo danos",3
2016,8,"San Isidro","Herido",11
2016,8,"San Isidro","Solo danos",5
2016,8,"San Javier Nº 1","Herido",6
2016,8,"San Javier Nº 1","Solo danos",4
2016,8,"San Javier Nº 2","Herido",6
2016,8,"San Javier Nº 2","Solo danos",3
2016,8,"San Joaquin","Herido",10
2016,8,"San Joaquin","Solo danos",5
2016,8,"San Jose La Cima Nº 2","Herido",1
2016,8,"San Lucas","Herido",2
2016,8,"San Lucas","Solo danos",3
2016,8,"San Martin de Porres","Herido",11
2016,8,"San Martin de Porres","Solo danos",2
2016,8,"San Miguel","Herido",12
2016,8,"San Miguel","Solo danos",3
2016,8,"San Pablo","Herido",3
2016,8,"San Pablo","Solo danos",2
2016,8,"San Pedro","Herido",13
2016,8,"San Pedro","Solo danos",10
2016,8,"Santa Cruz","Herido",2
2016,8,"Santa Cruz","Solo danos",1
2016,8,"Santa Fe","Herido",31
2016,8,"Santa Fe","Muerto",1
2016,8,"Santa Fe","Solo danos",25
2016,8,"Santa Ines","Herido",6
2016,8,"Santa Ines","Solo danos",4
2016,8,"Santa Lucia","Herido",3
2016,8,"Santa Lucia","Solo danos",1
2016,8,"Santa Margarita","Herido",4
2016,8,"Santa Margarita","Solo danos",1
2016,8,"Santa Maria de los angeles","Herido",7
2016,8,"Santa Maria de los angeles","Muerto",1
2016,8,"Santa Maria de los angeles","Solo danos",9
2016,8,"Santa Monica","Herido",2
2016,8,"Santa Monica","Solo danos",3
2016,8,"Santa Teresita","Herido",1
2016,8,"Santander","Herido",4
2016,8,"Santander","Solo danos",4
2016,8,"Santo Domingo Savio Nº 1","Herido",9
2016,8,"Santo Domingo Savio Nº 1","Solo danos",3
2016,8,"Santo Domingo Savio Nº 2","Herido",1
2016,8,"Sevilla","Herido",12
2016,8,"Sevilla","Solo danos",8
2016,8,"Simon Bolivar","Herido",6
2016,8,"Simon Bolivar","Solo danos",5
2016,8,"Suburbano Altavista","Herido",1
2016,8,"Suburbano El Plan","Herido",1
2016,8,"Suburbano La Loma","Herido",1
2016,8,"Suburbano Mirador del Poblado","Herido",1
2016,8,"Suburbano Palmitas","Solo danos",2
2016,8,"Suburbano Pedregal alto","Herido",1
2016,8,"Suburbano Travesias","Herido",3
2016,8,"Sucre","Herido",17
2016,8,"Sucre","Solo danos",4
2016,8,"Suramericana","Herido",12
2016,8,"Suramericana","Solo danos",13
2016,8,"Tejelo","Herido",15
2016,8,"Tejelo","Solo danos",4
2016,8,"Tenche","Herido",16
2016,8,"Tenche","Solo danos",9
2016,8,"Toscana","Herido",6
2016,8,"Toscana","Solo danos",4
2016,8,"Trece de Noviembre","Solo danos",1
2016,8,"Tricentenario","Herido",8
2016,8,"Tricentenario","Muerto",1
2016,8,"Tricentenario","Solo danos",6
2016,8,"Trinidad","Herido",8
2016,8,"Trinidad","Solo danos",6
2016,8,"Veinte de Julio","Herido",6
2016,8,"Veinte de Julio","Solo danos",3
2016,8,"Versalles Nº 1","Herido",2
2016,8,"Versalles Nº 1","Solo danos",3
2016,8,"Versalles Nº 2","Herido",1
2016,8,"Villa Carlota","Herido",17
2016,8,"Villa Carlota","Muerto",1
2016,8,"Villa Carlota","Solo danos",41
2016,8,"Villa de La Iguana","Herido",5
2016,8,"Villa de La Iguana","Solo danos",3
2016,8,"Villa del Socorro","Herido",4
2016,8,"Villa del Socorro","Solo danos",1
2016,8,"Villa Flora","Herido",9
2016,8,"Villa Flora","Solo danos",4
2016,8,"Villa Guadalupe","Herido",4
2016,8,"Villa Guadalupe","Solo danos",1
2016,8,"Villa Hermosa","Herido",6
2016,8,"Villa Hermosa","Solo danos",4
2016,8,"Villa Lilliam","Herido",1
2016,8,"Villa Niza","Herido",4
2016,8,"Villa Niza","Solo danos",1
2016,8,"Villa Nueva","Herido",27
2016,8,"Villa Nueva","Muerto",1
2016,8,"Villa Nueva","Solo danos",22
2016,8,"Villatina","Herido",6
2016,8,"Villatina","Solo danos",3
2016,8,"Zona rural","Herido",5
2016,8,"Zona rural","Solo danos",1
2016,9,"","Herido",1
2016,9,"","Solo danos",1
2016,9,"Aguas Frias","Herido",1
2016,9,"Aldea Pablo VI","Herido",3
2016,9,"Alejandria","Herido",1
2016,9,"Alejandria","Solo danos",8
2016,9,"Alejandro Echavarria","Herido",16
2016,9,"Alejandro Echavarria","Muerto",1
2016,9,"Alejandro Echavarria","Solo danos",3
2016,9,"Alfonso Lopez","Herido",17
2016,9,"Alfonso Lopez","Solo danos",5
2016,9,"Altamira","Herido",6
2016,9,"Altamira","Solo danos",8
2016,9,"Altavista","Herido",5
2016,9,"Altavista","Solo danos",1
2016,9,"Altavista Sector Central","Herido",3
2016,9,"Altos del Poblado","Herido",5
2016,9,"Altos del Poblado","Solo danos",8
2016,9,"Andalucia","Herido",1
2016,9,"Andalucia","Muerto",1
2016,9,"Andalucia","Solo danos",3
2016,9,"Antonio Narino","Herido",2
2016,9,"Antonio Narino","Solo danos",1
2016,9,"Aranjuez","Herido",13
2016,9,"Aranjuez","Solo danos",16
2016,9,"area de Expansion Altos de Calasanz","Herido",1
2016,9,"Area De Expansion Belen Rincon","Solo danos",1
2016,9,"area de Expansion Pajarito","Herido",12
2016,9,"area de Expansion San Antonio de Prado","Solo danos",1
2016,9,"Asomadera Nº 1","Herido",2
2016,9,"Asomadera Nº 1","Solo danos",2
2016,9,"Asomadera Nº 2","Herido",5
2016,9,"Asomadera Nº 2","Solo danos",4
2016,9,"Asomadera Nº 3","Solo danos",1
2016,9,"Astorga","Herido",3
2016,9,"Astorga","Solo danos",5
2016,9,"AUC1","Herido",1
2016,9,"Aures Nº 1","Herido",7
2016,9,"Aures Nº 1","Solo danos",2
2016,9,"Aures Nº 2","Herido",11
2016,9,"Aures Nº 2","Solo danos",4
2016,9,"Barrio Colombia","Herido",9
2016,9,"Barrio Colombia","Solo danos",15
2016,9,"Barrio Colon","Herido",27
2016,9,"Barrio Colon","Solo danos",36
2016,9,"Barrio Cristobal","Herido",3
2016,9,"Barrio Cristobal","Muerto",1
2016,9,"Barrios de Jesus","Herido",7
2016,9,"Barrios de Jesus","Solo danos",2
2016,9,"Belalcazar","Herido",4
2016,9,"Belalcazar","Solo danos",5
2016,9,"Belen","Herido",20
2016,9,"Belen","Solo danos",20
2016,9,"Belencito","Herido",1
2016,9,"Bello Horizonte","Herido",3
2016,9,"Bello Horizonte","Solo danos",2
2016,9,"Berlin","Herido",5
2016,9,"Berlin","Solo danos",2
2016,9,"Bermejal - Los alamos","Herido",6
2016,9,"Betania","Herido",1
2016,9,"Betania","Solo danos",1
2016,9,"Blanquizal","Herido",3
2016,9,"Blanquizal","Solo danos",1
2016,9,"Bolivariana","Herido",8
2016,9,"Bolivariana","Solo danos",7
2016,9,"Bombona Nº 1","Herido",11
2016,9,"Bombona Nº 1","Solo danos",11
2016,9,"Bombona Nº 2","Herido",4
2016,9,"Bombona Nº 2","Solo danos",2
2016,9,"Bosques de San Pablo","Herido",4
2016,9,"Bosques de San Pablo","Solo danos",5
2016,9,"Boston","Herido",22
2016,9,"Boston","Solo danos",14
2016,9,"Boyaca","Herido",4
2016,9,"Boyaca","Solo danos",3
2016,9,"Brasilia","Herido",7
2016,9,"Buenos Aires","Herido",6
2016,9,"Buenos Aires","Solo danos",7
2016,9,"Cabecera San Antonio de Prado","Herido",11
2016,9,"Cabecera San Antonio de Prado","Solo danos",4
2016,9,"Cabecera Urbana San Cristobal","Herido",8
2016,9,"Cabecera Urbana San Cristobal","Solo danos",4
2016,9,"Caicedo","Herido",11
2016,9,"Caicedo","Solo danos",1
2016,9,"Calasanz","Herido",9
2016,9,"Calasanz","Solo danos",7
2016,9,"Calasanz Parte Alta","Herido",5
2016,9,"Calasanz Parte Alta","Solo danos",6
2016,9,"Calle Nueva","Herido",11
2016,9,"Calle Nueva","Solo danos",25
2016,9,"Campo Alegre","Herido",8
2016,9,"Campo Alegre","Solo danos",2
2016,9,"Campo Amor","Herido",39
2016,9,"Campo Amor","Muerto",1
2016,9,"Campo Amor","Solo danos",25
2016,9,"Campo Valdes Nº 1","Herido",13
2016,9,"Campo Valdes Nº 1","Solo danos",4
2016,9,"Campo Valdes Nº 2","Herido",12
2016,9,"Campo Valdes Nº 2","Solo danos",1
2016,9,"Caribe","Herido",47
2016,9,"Caribe","Solo danos",36
2016,9,"Carlos E. Restrepo","Herido",35
2016,9,"Carlos E. Restrepo","Solo danos",27
2016,9,"Carpinelo","Herido",2
2016,9,"Carpinelo","Solo danos",1
2016,9,"Castilla","Herido",61
2016,9,"Castilla","Solo danos",40
2016,9,"Castropol","Herido",5
2016,9,"Castropol","Solo danos",8
2016,9,"Cataluna","Herido",4
2016,9,"Cataluna","Solo danos",4
2016,9,"Cerro Nutibara","Herido",5
2016,9,"Cerro Nutibara","Solo danos",5
2016,9,"Corazon de Jesus","Herido",15
2016,9,"Corazon de Jesus","Solo danos",34
2016,9,"Cordoba","Herido",11
2016,9,"Cristo Rey","Herido",17
2016,9,"Cristo Rey","Solo danos",11
2016,9,"Cuarta Brigada","Herido",12
2016,9,"Cuarta Brigada","Solo danos",10
2016,9,"Cucaracho","Herido",20
2016,9,"Cucaracho","Solo danos",6
2016,9,"Diego Echavarria","Herido",5
2016,9,"Doce de Octubre Nº 1","Herido",7
2016,9,"Doce de Octubre Nº 1","Solo danos",2
2016,9,"Doce de Octubre Nº 2","Herido",7
2016,9,"Doce de Octubre Nº 2","Solo danos",4
2016,9,"Eduardo Santos","Herido",1
2016,9,"El Castillo","Herido",1
2016,9,"El Castillo","Solo danos",5
2016,9,"El Chagualo","Herido",26
2016,9,"El Chagualo","Solo danos",19
2016,9,"El Compromiso","Herido",3
2016,9,"El Compromiso","Solo danos",1
2016,9,"El Corazon","Herido",2
2016,9,"El Corazon","Solo danos",2
2016,9,"El Corazon El Morro ","Herido",1
2016,9,"El Danubio","Herido",5
2016,9,"El Danubio","Solo danos",1
2016,9,"El Diamante","Herido",15
2016,9,"El Diamante","Solo danos",4
2016,9,"El Nogal - Los Almendros","Herido",1
2016,9,"El Nogal - Los Almendros","Solo danos",2
2016,9,"El Pesebre","Herido",3
2016,9,"El Pesebre","Solo danos",2
2016,9,"El Pinal","Herido",4
2016,9,"El Pinal","Solo danos",3
2016,9,"El Playon de Los Comuneros","Herido",6
2016,9,"El Playon de Los Comuneros","Solo danos",2
2016,9,"El Poblado","Herido",4
2016,9,"El Poblado","Solo danos",19
2016,9,"El Pomar","Herido",2
2016,9,"El Progreso","Herido",17
2016,9,"El Progreso","Solo danos",16
2016,9,"El Progreso Nº 2","Herido",1
2016,9,"El Progreso Nº 2","Solo danos",1
2016,9,"El Raizal","Herido",7
2016,9,"El Raizal","Solo danos",1
2016,9,"El Rincon","Herido",5
2016,9,"El Rincon","Solo danos",4
2016,9,"El Rodeo","Herido",2
2016,9,"El Salado","Herido",1
2016,9,"El Salvador","Herido",5
2016,9,"El Salvador","Solo danos",6
2016,9,"El Socorro","Herido",2
2016,9,"El Socorro","Solo danos",1
2016,9,"El Tesoro","Herido",5
2016,9,"El Tesoro","Solo danos",7
2016,9,"El Velodromo","Herido",5
2016,9,"El Velodromo","Solo danos",6
2016,9,"El Volador","Herido",4
2016,9,"Enciso","Herido",7
2016,9,"Enciso","Solo danos",5
2016,9,"Estacion Villa","Herido",13
2016,9,"Estacion Villa","Solo danos",9
2016,9,"Estadio","Herido",26
2016,9,"Estadio","Solo danos",17
2016,9,"Fatima","Herido",11
2016,9,"Fatima","Solo danos",11
2016,9,"Ferrini","Herido",5
2016,9,"Ferrini","Solo danos",1
2016,9,"Florencia","Herido",6
2016,9,"Florida Nueva","Herido",13
2016,9,"Florida Nueva","Solo danos",4
2016,9,"Francisco Antonio Zea","Herido",9
2016,9,"Francisco Antonio Zea","Solo danos",2
2016,9,"Fuente Clara","Herido",1
2016,9,"Fuente Clara","Solo danos",1
2016,9,"Gerona","Herido",2
2016,9,"Gerona","Solo danos",5
2016,9,"Girardot","Herido",16
2016,9,"Girardot","Solo danos",2
2016,9,"Granada","Herido",6
2016,9,"Granada","Solo danos",7
2016,9,"Granizal","Herido",5
2016,9,"Granizal","Solo danos",1
2016,9,"Guayabal","Herido",25
2016,9,"Guayabal","Solo danos",23
2016,9,"Guayaquil","Herido",24
2016,9,"Guayaquil","Muerto",1
2016,9,"Guayaquil","Solo danos",40
2016,9,"Hector Abad Gomez","Herido",5
2016,9,"Hector Abad Gomez","Solo danos",8
2016,9,"Inst","Herido",2
2016,9,"Inst","Solo danos",2
2016,9,"Jesus Nazareno","Herido",18
2016,9,"Jesus Nazareno","Solo danos",9
2016,9,"Juan Pablo II","Herido",1
2016,9,"Juan XXIII","Herido",1
2016,9,"Kennedy","Herido",8
2016,9,"Kennedy","Solo danos",3
2016,9,"La Aguacatala","Herido",18
2016,9,"La Aguacatala","Solo danos",19
2016,9,"La America","Herido",9
2016,9,"La America","Solo danos",4
2016,9,"La Avanzada","Herido",1
2016,9,"La Avanzada","Solo danos",1
2016,9,"La Candelaria","Herido",43
2016,9,"La Candelaria","Muerto",1
2016,9,"La Candelaria","Solo danos",56
