"PERIODO","MES","BARRIO","TOTAL"
2016,8,"Alfonso Lopez",27
2016,8,"Altamira",19
2016,8,"Altavista",8
2016,8,"Altavista Sector Central",5
2016,8,"Altos del Poblado",6
2016,8,"Andalucia",6
2016,8,"Antonio Narino",3
2016,8,"Aranjuez",22
2016,8,"area de Expansion Altos de Calasanz",4
2016,8,"area de Expansion Pajarito",15
2016,8,"Asomadera Nº 1",9
2016,8,"Asomadera Nº 2",8
2016,8,"Asomadera Nº 3",3
2016,8,"Astorga",6
2016,8,"AUC1",1
2016,8,"Aures Nº 1",12
2016,8,"Aures Nº 2",4
2016,8,"Barrio Colombia",21
2016,8,"Barrio Colon",73
2016,8,"Barrio Cristobal",2
2016,8,"Barrios de Jesus",3
2016,8,"Belalcazar",13
2016,8,"Belen",55
2016,8,"Belencito",1
2016,8,"Bello Horizonte",7
2016,8,"Berlin",12
2016,8,"Bermejal - Los alamos",5
2016,8,"Betania",2
2016,8,"Blanquizal",1
2016,8,"Bolivariana",23
2016,8,"Bombona Nº 1",25
2016,8,"Bombona Nº 2",8
2016,8,"Bosques de San Pablo",5
2016,8,"Boston",44
2016,8,"Boyaca",12
2016,8,"Brasilia",1
2016,8,"Buenos Aires",15
2016,8,"Buga Patio Bonito",2
2016,8,"Cabecera San Antonio de Prado",19
2016,8,"Cabecera Urbana San Cristobal",10
2016,8,"Caicedo",21
2016,8,"Calasanz",17
2016,8,"Calasanz Parte Alta",12
2016,8,"Calle Nueva",28
2016,8,"Campo Alegre",5
2016,8,"Campo Amor",70
2016,8,"Campo Valdes Nº 1",25
2016,8,"Campo Valdes Nº 2",15
2016,8,"Caribe",78
2016,8,"Carlos E. Restrepo",51
2016,8,"Carpinelo",5
2016,8,"Castilla",94
2016,8,"Castropol",11
2016,8,"Cataluna",5
2016,8,"Cerro Nutibara",13
2016,8,"Corazon de Jesus",61
2016,8,"Cordoba",8
2016,8,"Cristo Rey",38
2016,8,"Cuarta Brigada",18
2016,8,"Cucaracho",21
2016,8,"Diego Echavarria",16
2016,8,"Doce de Octubre Nº 1",8
2016,8,"Doce de Octubre Nº 2",6
2016,8,"El Castillo",8
2016,8,"El Chagualo",38
2016,8,"El Compromiso",1
2016,8,"El Corazon",1
2016,8,"El Danubio",7
2016,8,"El Diamante",17
2016,8,"El Diamante Nº 2",7
2016,8,"El Nogal - Los Almendros",4
2016,8,"El Pesebre",3
2016,8,"El Pinal",12
2016,8,"El Playon de Los Comuneros",4
2016,8,"El Poblado",23
2016,8,"El Pomar",4
2016,8,"El Progreso",34
2016,8,"El Raizal",9
2016,8,"El Rincon",17
2016,8,"El Rodeo",6
2016,8,"El Salado",1
2016,8,"El Salvador",18
2016,8,"El Tesoro",11
2016,8,"El Triunfo",2
2016,8,"El Velodromo",16
2016,8,"El Volador",2
2016,8,"Enciso",10
2016,8,"Estacion Villa",17
2016,8,"Estadio",25
2016,8,"Fatima",22
2016,8,"Ferrini",4
2016,8,"Florencia",6
2016,8,"Florida Nueva",15
2016,8,"Francisco Antonio Zea",7
2016,8,"Fuente Clara",4
2016,8,"Gerona",10
2016,8,"Girardot",23
2016,8,"Granada",14
2016,8,"Granizal",4
2016,8,"Guayabal",73
2016,8,"Guayaquil",65
2016,8,"Hector Abad Gomez",19
2016,8,"Inst",5
2016,8,"Jesus Nazareno",35
2016,8,"Juan XXIII",3
2016,8,"Kennedy",21
2016,8,"La Aguacatala",36
2016,8,"La America",21
2016,8,"La Avanzada",1
2016,8,"La Candelaria",116
2016,8,"La Castellana",9
2016,8,"La Colina",11
2016,8,"La Cruz",1
2016,8,"La Esperanza",16
2016,8,"La Esperanza Nº 2",2
2016,8,"La Floresta",14
2016,8,"La Florida",18
2016,8,"La Francia",8
2016,8,"La Frontera",3
2016,8,"La Gloria",21
2016,8,"La Hondonada",4
2016,8,"La Isla",1
2016,8,"La Ladera",1
2016,8,"La Libertad",4
2016,8,"La Loma de Los Bernal",5
2016,8,"La Mansion",4
2016,8,"La Milagrosa",11
2016,8,"La Mota",8
2016,8,"La Palma",12
2016,8,"La Pilarica",13
2016,8,"La Pinuela",5
2016,8,"La Pradera",8
2016,8,"La Rosa",1
2016,8,"La Salle",8
2016,8,"Lalinde",2
2016,8,"Las Acacias",38
2016,8,"Las Brisas",22
2016,8,"Las Esmeraldas",6
2016,8,"Las Estancias",4
2016,8,"Las Granjas",24
2016,8,"Las Independencias",1
2016,8,"Las Lomas Nº 1",10
2016,8,"Las Lomas Nº 2",4
2016,8,"Las Mercedes",13
2016,8,"Las Palmas",9
2016,8,"Las Playas",13
2016,8,"Las Violetas",7
2016,8,"Laureles",30
2016,8,"Llanaditas",1
2016,8,"Lopez de Mesa",13
2016,8,"Lorena",9
2016,8,"Loreto",16
2016,8,"Los Alcazares",6
2016,8,"Los Alpes",12
2016,8,"Los angeles",28
2016,8,"Los Balsos Nº 1",11
2016,8,"Los Balsos Nº 2",11
2016,8,"Los Cerros - El Vergel",5
2016,8,"Los Colores",29
2016,8,"Los Conquistadores",90
2016,8,"Los Mangos",9
2016,8,"Los Naranjos",4
2016,8,"Los Pinos",31
2016,8,"Manila",40
2016,8,"Manrique",12
2016,8,"Manrique Central Nº 1",23
2016,8,"Manrique Central Nº 2",7
2016,8,"Maria Cano - Carambola",1
2016,8,"Mirador del Doce",1
2016,8,"Miraflores",6
2016,8,"Miranda",21
2016,8,"Miravalle",2
2016,8,"Monteclaro",4
2016,8,"Moravia",26
2016,8,"Moscu Nº 1",6
2016,8,"Moscu Nº 2",1
2016,8,"Naranjal",43
2016,8,"Nueva Villa de Aburra",2
2016,8,"Nuevos Conquistadores",4
2016,8,"Ocho de Marzo",3
2016,8,"Olaya Herrera",3
2016,8,"Oriente",2
2016,8,"Pablo VI",1
2016,8,"Pajarito",2
2016,8,"Palenque",7
2016,8,"Palermo",1
2016,8,"Patio Bonito",16
2016,8,"Pedregal",20
2016,8,"Pedregal Alto",4
2016,8,"Pedregal Bajo",3
2016,8,"Perpetuo Socorro",94
2016,8,"Picachito",1
2016,8,"Picacho",23
2016,8,"Piedras Blancas",1
2016,8,"Piedras Blancas Represa",1
2016,8,"Popular",8
2016,8,"Prado",26
2016,8,"Robledo",87
2016,8,"Rosales",25
2016,8,"San Antonio",1
2016,8,"San Benito",63
2016,8,"San Bernardo",16
2016,8,"San Diego",59
2016,8,"San German",10
2016,8,"San Isidro",16
2016,8,"San Javier Nº 1",10
2016,8,"San Javier Nº 2",9
2016,8,"San Joaquin",15
2016,8,"San Jose La Cima Nº 2",1
2016,8,"San Lucas",5
2016,8,"San Martin de Porres",13
2016,8,"San Miguel",15
2016,8,"San Pablo",5
2016,8,"San Pedro",23
2016,8,"Santa Cruz",3
2016,8,"Santa Fe",57
2016,8,"Santa Ines",10
2016,8,"Santa Lucia",4
2016,8,"Santa Margarita",5
2016,8,"Santa Maria de los angeles",17
2016,8,"Santa Monica",5
2016,8,"Santa Teresita",1
2016,8,"Santander",8
2016,8,"Santo Domingo Savio Nº 1",12
2016,8,"Santo Domingo Savio Nº 2",1
2016,8,"Sevilla",20
2016,8,"Simon Bolivar",11
2016,8,"Suburbano Altavista",1
2016,8,"Suburbano El Plan",1
2016,8,"Suburbano La Loma",1
2016,8,"Suburbano Mirador del Poblado",1
2016,8,"Suburbano Palmitas",2
2016,8,"Suburbano Pedregal alto",1
2016,8,"Suburbano Travesias",3
2016,8,"Sucre",21
2016,8,"Suramericana",25
2016,8,"Tejelo",19
2016,8,"Tenche",25
2016,8,"Toscana",10
2016,8,"Trece de Noviembre",1
2016,8,"Tricentenario",15
2016,8,"Trinidad",14
2016,8,"Veinte de Julio",9
2016,8,"Versalles Nº 1",5
2016,8,"Versalles Nº 2",1
2016,8,"Villa Carlota",59
2016,8,"Villa de La Iguana",8
2016,8,"Villa del Socorro",5
2016,8,"Villa Flora",13
2016,8,"Villa Guadalupe",5
2016,8,"Villa Hermosa",10
2016,8,"Villa Lilliam",1
2016,8,"Villa Niza",5
2016,8,"Villa Nueva",50
2016,8,"Villatina",9
2016,8,"Zona rural",6
2016,9,"",2
2016,9,"Aguas Frias",1
2016,9,"Aldea Pablo VI",3
2016,9,"Alejandria",9
2016,9,"Alejandro Echavarria",20
2016,9,"Alfonso Lopez",22
2016,9,"Altamira",14
2016,9,"Altavista",6
2016,9,"Altavista Sector Central",3
2016,9,"Altos del Poblado",13
2016,9,"Andalucia",5
2016,9,"Antonio Narino",3
2016,9,"Aranjuez",29
2016,9,"area de Expansion Altos de Calasanz",1
2016,9,"Area De Expansion Belen Rincon",1
2016,9,"area de Expansion Pajarito",12
2016,9,"area de Expansion San Antonio de Prado",1
2016,9,"Asomadera Nº 1",4
2016,9,"Asomadera Nº 2",9
2016,9,"Asomadera Nº 3",1
2016,9,"Astorga",8
2016,9,"AUC1",1
2016,9,"Aures Nº 1",9
2016,9,"Aures Nº 2",15
2016,9,"Barrio Colombia",24
2016,9,"Barrio Colon",63
2016,9,"Barrio Cristobal",4
2016,9,"Barrios de Jesus",9
2016,9,"Belalcazar",9
2016,9,"Belen",40
2016,9,"Belencito",1
2016,9,"Bello Horizonte",5
2016,9,"Berlin",7
2016,9,"Bermejal - Los alamos",6
2016,9,"Betania",2
2016,9,"Blanquizal",4
2016,9,"Bolivariana",15
2016,9,"Bombona Nº 1",22
2016,9,"Bombona Nº 2",6
2016,9,"Bosques de San Pablo",9
2016,9,"Boston",36
2016,9,"Boyaca",7
2016,9,"Brasilia",7
2016,9,"Buenos Aires",13
2016,9,"Cabecera San Antonio de Prado",15
2016,9,"Cabecera Urbana San Cristobal",12
2016,9,"Caicedo",12
2016,9,"Calasanz",16
2016,9,"Calasanz Parte Alta",11
2016,9,"Calle Nueva",36
2016,9,"Campo Alegre",10
2016,9,"Campo Amor",65
2016,9,"Campo Valdes Nº 1",17
2016,9,"Campo Valdes Nº 2",13
2016,9,"Caribe",83
2016,9,"Carlos E. Restrepo",62
2016,9,"Carpinelo",3
2016,9,"Castilla",101
2016,9,"Castropol",13
2016,9,"Cataluna",8
2016,9,"Cerro Nutibara",10
2016,9,"Corazon de Jesus",49
2016,9,"Cordoba",11
2016,9,"Cristo Rey",28
2016,9,"Cuarta Brigada",22
2016,9,"Cucaracho",26
2016,9,"Diego Echavarria",5
2016,9,"Doce de Octubre Nº 1",9
2016,9,"Doce de Octubre Nº 2",11
2016,9,"Eduardo Santos",1
2016,9,"El Castillo",6
2016,9,"El Chagualo",45
2016,9,"El Compromiso",4
2016,9,"El Corazon",4
2016,9,"El Corazon El Morro ",1
2016,9,"El Danubio",6
2016,9,"El Diamante",19
2016,9,"El Nogal - Los Almendros",3
2016,9,"El Pesebre",5
2016,9,"El Pinal",7
2016,9,"El Playon de Los Comuneros",8
2016,9,"El Poblado",23
2016,9,"El Pomar",2
2016,9,"El Progreso",33
2016,9,"El Progreso Nº 2",2
2016,9,"El Raizal",8
2016,9,"El Rincon",9
2016,9,"El Rodeo",2
2016,9,"El Salado",1
2016,9,"El Salvador",11
2016,9,"El Socorro",3
2016,9,"El Tesoro",12
2016,9,"El Velodromo",11
2016,9,"El Volador",4
2016,9,"Enciso",12
2016,9,"Estacion Villa",22
2016,9,"Estadio",43
2016,9,"Fatima",22
2016,9,"Ferrini",6
2016,9,"Florencia",6
2016,9,"Florida Nueva",17
2016,9,"Francisco Antonio Zea",11
2016,9,"Fuente Clara",2
2016,9,"Gerona",7
2016,9,"Girardot",18
2016,9,"Granada",13
2016,9,"Granizal",6
2016,9,"Guayabal",48
2016,9,"Guayaquil",65
2016,9,"Hector Abad Gomez",13
2016,9,"Inst",4
2016,9,"Jesus Nazareno",27
2016,9,"Juan Pablo II",1
2016,9,"Juan XXIII",1
2016,9,"Kennedy",11
2016,9,"La Aguacatala",37
2016,9,"La America",13
2016,9,"La Avanzada",2
2016,9,"La Candelaria",100
2016,9,"La Castellana",10
2016,9,"La Colina",4
2016,9,"La Cruz",1
2016,9,"La Esperanza",7
2016,9,"La Esperanza Nº 2",1
2016,9,"La Floresta",17
2016,9,"La Florida",13
2016,9,"La Francia",3
2016,9,"La Frontera",2
2016,9,"La Gloria",16
2016,9,"La Isla",2
2016,9,"La Ladera",1
2016,9,"La Libertad",4
2016,9,"La Loma de Los Bernal",11
2016,9,"La Mansion",5
2016,9,"La Milagrosa",11
2016,9,"La Mota",12
2016,9,"La Palma",16
2016,9,"La Pilarica",8
2016,9,"La Pinuela",4
2016,9,"La Pradera",9
2016,9,"La Rosa",7
2016,9,"La Salle",11
2016,9,"Lalinde",2
2016,9,"Las Acacias",21
2016,9,"Las Brisas",16
2016,9,"Las Esmeraldas",8
2016,9,"Las Estancias",3
2016,9,"Las Granjas",18
2016,9,"Las Independencias",1
2016,9,"Las Lomas Nº 1",7
2016,9,"Las Lomas Nº 2",4
2016,9,"Las Mercedes",8
2016,9,"Las Palmas",15
2016,9,"Las Playas",11
2016,9,"Las Violetas",6
2016,9,"Laureles",38
2016,9,"Llanaditas",2
2016,9,"Lopez de Mesa",16
2016,9,"Lorena",17
2016,9,"Loreto",17
2016,9,"Los Alcazares",12
2016,9,"Los Alpes",13
2016,9,"Los angeles",26
2016,9,"Los Balsos Nº 1",11
2016,9,"Los Balsos Nº 2",13
2016,9,"Los Cerros - El Vergel",6
2016,9,"Los Colores",36
2016,9,"Los Conquistadores",89
2016,9,"Los Mangos",10
2016,9,"Los Naranjos",8
2016,9,"Los Pinos",16
2016,9,"Manila",35
2016,9,"Manrique",20
2016,9,"Manrique Central Nº 1",25
2016,9,"Manrique Central Nº 2",10
2016,9,"Maria Cano - Carambola",2
2016,9,"Metropolitano",1
2016,9,"Miraflores",16
2016,9,"Miranda",17
2016,9,"Miravalle",3
2016,9,"Moravia",24
2016,9,"Moscu Nº 1",7
2016,9,"Moscu Nº 2",6
2016,9,"Naranjal",45
2016,9,"Nuevos Conquistadores",2
2016,9,"Olaya Herrera",2
2016,9,"Oriente",1
2016,9,"Pablo VI",2
2016,9,"Palenque",8
2016,9,"Palermo",2
2016,9,"Patio Bonito",19
2016,9,"Pedregal",13
2016,9,"Pedregal Bajo",1
2016,9,"Perpetuo Socorro",87
2016,9,"Picachito",3
2016,9,"Picacho",15
2016,9,"Piedras Blancas",2
2016,9,"Popular",10
2016,9,"Prado",45
2016,9,"Robledo",83
2016,9,"Rosales",32
2016,9,"San Benito",78
2016,9,"San Bernardo",22
2016,9,"San Diego",42
2016,9,"San German",12
2016,9,"San Isidro",20
2016,9,"San Javier Nº 1",17
2016,9,"San Javier Nº 2",7
2016,9,"San Joaquin",16
2016,9,"San Jose La Cima Nº 1",1
2016,9,"San Lucas",4
2016,9,"San Martin de Porres",7
2016,9,"San Miguel",13
2016,9,"San Pablo",4
2016,9,"San Pedro",22
2016,9,"Santa Cruz",4
2016,9,"Santa Fe",55
2016,9,"Santa Ines",8
2016,9,"Santa Lucia",4
2016,9,"Santa Margarita",2
2016,9,"Santa Maria de los angeles",15
2016,9,"Santa Monica",10
2016,9,"Santa Teresita",6
2016,9,"Santander",8
2016,9,"Santo Domingo Savio Nº 1",13
2016,9,"Santo Domingo Savio Nº 2",2
2016,9,"Sevilla",25
2016,9,"Simon Bolivar",8
2016,9,"Suburbano El Plan",3
2016,9,"Suburbano La Loma",1
2016,9,"Suburbano Travesias",1
2016,9,"Sucre",16
2016,9,"Suramericana",29
2016,9,"Tejelo",13
2016,9,"Tenche",27
2016,9,"Toscana",12
2016,9,"Trece de Noviembre",2
2016,9,"Tricentenario",15
2016,9,"Trinidad",20
2016,9,"Veinte de Julio",4
2016,9,"Versalles Nº 1",6
2016,9,"Versalles Nº 2",1
2016,9,"Villa Carlota",35
2016,9,"Villa de La Iguana",10
2016,9,"Villa del Socorro",10
2016,9,"Villa Flora",14
2016,9,"Villa Guadalupe",5
2016,9,"Villa Hermosa",5
2016,9,"Villa Lilliam",1
2016,9,"Villa Niza",2
2016,9,"Villa Nueva",37
2016,9,"Villa Turbay",1
2016,9,"Villatina",9
2016,9,"Zona rural",1
2016,10,"",8
2016,10,"6001",2
2016,10,"Aldea Pablo VI",2
2016,10,"Alejandria",8
2016,10,"Alejandro Echavarria",20
2016,10,"Alfonso Lopez",32
2016,10,"Altamira",9
2016,10,"Altavista",6
2016,10,"Altavista Sector Central",1
2016,10,"Altos del Poblado",6
2016,10,"Antonio Narino",5
2016,10,"Aranjuez",24
2016,10,"Area De Expansion Altavista",1
2016,10,"area de Expansion Altos de Calasanz",2
2016,10,"area de Expansion Pajarito",12
2016,10,"Asomadera Nº 1",3
2016,10,"Asomadera Nº 2",6
2016,10,"Asomadera Nº 3",3
2016,10,"Astorga",1
2016,10,"Aures Nº 1",9
2016,10,"Aures Nº 2",15
2016,10,"Barrio Colombia",23
2016,10,"Barrio Colon",61
2016,10,"Barrio Cristobal",1
2016,10,"Barrios de Jesus",4
2016,10,"Belalcazar",11
2016,10,"Belen",40
2016,10,"Belencito",2
2016,10,"Bello Horizonte",2
2016,10,"Berlin",13
2016,10,"Bermejal - Los alamos",5
2016,10,"Betania",2
2016,10,"Blanquizal",3
2016,10,"Bolivariana",17
2016,10,"Bombona Nº 1",18
2016,10,"Bombona Nº 2",8
2016,10,"Bosques de San Pablo",8
2016,10,"Boston",46
2016,10,"Boyaca",10
2016,10,"Brasilia",6
2016,10,"Buenos Aires",18
2016,10,"Cabecera San Antonio de Prado",23
2016,10,"Cabecera Urbana San Cristobal",16
2016,10,"Caicedo",19
2016,10,"Calasanz",20
2016,10,"Calasanz Parte Alta",10
2016,10,"Calle Nueva",35
2016,10,"Campo Alegre",4
2016,10,"Campo Amor",76
2016,10,"Campo Valdes Nº 1",18
2016,10,"Campo Valdes Nº 2",11
2016,10,"Caribe",62
2016,10,"Carlos E. Restrepo",59
2016,10,"Carpinelo",3
2016,10,"Castilla",131
2016,10,"Castropol",18
2016,10,"Cataluna",6
2016,10,"Cerro Nutibara",13
2016,10,"Corazon de Jesus",58
2016,10,"Cordoba",6
2016,10,"Cristo Rey",49
2016,10,"Cuarta Brigada",20
2016,10,"Cucaracho",13
2016,10,"Diego Echavarria",9
2016,10,"Doce de Octubre Nº 1",8
2016,10,"Doce de Octubre Nº 2",14
2016,10,"El Castillo",9
2016,10,"El Chagualo",40
2016,10,"El Compromiso",3
2016,10,"El Corazon",5
2016,10,"El Danubio",9
2016,10,"El Diamante",25
2016,10,"El Diamante Nº 2",5
2016,10,"El Nogal - Los Almendros",7
2016,10,"El Pesebre",6
2016,10,"El Pinal",6
2016,10,"El Playon de Los Comuneros",2
2016,10,"El Poblado",24
2016,10,"El Pomar",7
2016,10,"El Progreso",33
2016,10,"El Progreso Nº 2",3
2016,10,"El Raizal",13
2016,10,"El Rincon",17
2016,10,"El Salado",6
2016,10,"El Salvador",9
2016,10,"El Socorro",2
2016,10,"El Tesoro",3
2016,10,"El Velodromo",13
2016,10,"El Volador",3
2016,10,"Enciso",9
2016,10,"Estacion Villa",19
2016,10,"Estadio",33
2016,10,"Fatima",26
2016,10,"Ferrini",5
2016,10,"Florencia",8
2016,10,"Florida Nueva",16
2016,10,"Francisco Antonio Zea",9
2016,10,"Fuente Clara",2
2016,10,"Gerona",8
2016,10,"Girardot",20
2016,10,"Granada",8
2016,10,"Granizal",10
2016,10,"Guayabal",76
2016,10,"Guayaquil",71
2016,10,"Hector Abad Gomez",13
2016,10,"Inst",3
2016,10,"Jesus Nazareno",31
2016,10,"Juan Pablo II",1
2016,10,"Juan XXIII",2
2016,10,"Kennedy",15
2016,10,"La Aguacatala",32
2016,10,"La America",13
2016,10,"La Avanzada",3
2016,10,"La Candelaria",97
2016,10,"La Castellana",9
2016,10,"La Colina",11
2016,10,"La Cruz",3
2016,10,"La Esperanza",5
2016,10,"La Esperanza Nº 2",1
2016,10,"La Floresta",14
2016,10,"La Florida",9
2016,10,"La Francia",7
2016,10,"La Frontera",9
2016,10,"La Gloria",30
2016,10,"La Hondonada",3
2016,10,"La Isla",4
2016,10,"La Ladera",2
2016,10,"La Libertad",6
2016,10,"La Loma de Los Bernal",5
2016,10,"La Mansion",6
2016,10,"La Milagrosa",11
2016,10,"La Mota",12
2016,10,"La Palma",17
2016,10,"La Pilarica",7
2016,10,"La Pinuela",6
2016,10,"La Pradera",9
2016,10,"La Rosa",5
2016,10,"La Salle",11
2016,10,"Lalinde",4
2016,10,"Las Acacias",20
2016,10,"Las Brisas",16
2016,10,"Las Esmeraldas",7
2016,10,"Las Estancias",5
2016,10,"Las Granjas",27
2016,10,"Las Independencias",1
2016,10,"Las Lomas Nº 1",6
2016,10,"Las Lomas Nº 2",4
2016,10,"Las Mercedes",9
2016,10,"Las Palmas",8
2016,10,"Las Playas",14
2016,10,"Las Violetas",10
2016,10,"Laureles",28
2016,10,"Lopez de Mesa",28
2016,10,"Lorena",22
2016,10,"Loreto",6
2016,10,"Los Alcazares",8
2016,10,"Los Alpes",7
2016,10,"Los angeles",20
2016,10,"Los Balsos Nº 1",9
2016,10,"Los Balsos Nº 2",18
2016,10,"Los Cerros - El Vergel",1
2016,10,"Los Colores",40
2016,10,"Los Conquistadores",67
2016,10,"Los Mangos",8
2016,10,"Los Naranjos",7
2016,10,"Los Pinos",25
2016,10,"Manila",30
2016,10,"Manrique",20
2016,10,"Manrique Central Nº 1",21
2016,10,"Manrique Central Nº 2",19
2016,10,"Maria Cano - Carambola",1
2016,10,"Metropolitano",2
2016,10,"Mirador del Doce",1
2016,10,"Miraflores",13
2016,10,"Miranda",18
2016,10,"Miravalle",2
2016,10,"Monteclaro",1
2016,10,"Moravia",27
2016,10,"Moscu Nº 1",5
2016,10,"Moscu Nº 2",5
2016,10,"Naranjal",35
2016,10,"Nueva Villa de Aburra",2
2016,10,"Nuevos Conquistadores",2
2016,10,"Olaya Herrera",3
2016,10,"Oriente",2
2016,10,"Pablo VI",1
2016,10,"Pajarito",2
2016,10,"Palenque",3
2016,10,"Palermo",4
2016,10,"Patio Bonito",15
2016,10,"Pedregal",17
2016,10,"Pedregal Bajo",2
2016,10,"Perpetuo Socorro",64
2016,10,"Picachito",1
2016,10,"Picacho",10
2016,10,"Popular",7
2016,10,"Prado",34
2016,10,"Robledo",96
2016,10,"Rosales",33
2016,10,"San Benito",67
2016,10,"San Bernardo",28
2016,10,"San Diego",55
2016,10,"San German",12
2016,10,"San Isidro",22
2016,10,"San Javier Nº 1",17
2016,10,"San Javier Nº 2",4
2016,10,"San Joaquin",17
2016,10,"San Jose La Cima Nº 1",1
2016,10,"San Lucas",2
2016,10,"San Martin de Porres",15
2016,10,"San Miguel",15
2016,10,"San Pablo",12
2016,10,"San Pedro",26
2016,10,"Santa Cruz",3
2016,10,"Santa Fe",55
2016,10,"Santa Ines",10
2016,10,"Santa Lucia",7
2016,10,"Santa Margarita",5
2016,10,"Santa Maria de los angeles",20
2016,10,"Santa Monica",7
2016,10,"Santa Teresita",7
2016,10,"Santander",8
2016,10,"Santo Domingo Savio Nº 1",14
2016,10,"Santo Domingo Savio Nº 2",1
2016,10,"Sevilla",15
2016,10,"Simon Bolivar",6
2016,10,"Suburbano Altavista",3
2016,10,"Suburbano El Plan",2
2016,10,"Suburbano el Tesoro",1
2016,10,"Suburbano La Loma",6
2016,10,"Suburbano Mirador del Poblado",1
2016,10,"Suburbano Palma Patio",2
2016,10,"Suburbano Pedregal alto",1
2016,10,"Sucre",9
2016,10,"Suramericana",33
2016,10,"Tejelo",12
2016,10,"Tenche",25
2016,10,"Toscana",10
2016,10,"Tricentenario",27
2016,10,"Trinidad",23
2016,10,"Veinte de Julio",8
2016,10,"Versalles Nº 1",11
2016,10,"Villa Carlota",48
2016,10,"Villa de La Iguana",4
2016,10,"Villa del Socorro",9
2016,10,"Villa Flora",16
2016,10,"Villa Guadalupe",3
2016,10,"Villa Hermosa",6
2016,10,"Villa Lilliam",2
2016,10,"Villa Niza",1
2016,10,"Villa Nueva",37
2016,10,"Villa Turbay",2
2016,10,"Villatina",12
2016,11,"",6
2016,11,"Aldea Pablo VI",1
2016,11,"Alejandria",15
2016,11,"Alejandro Echavarria",15
2016,11,"Alfonso Lopez",24
2016,11,"Altamira",7
2016,11,"Altavista",5
2016,11,"Altavista Sector Central",1
2016,11,"Altos del Poblado",6
2016,11,"Andalucia",8
2016,11,"Antonio Narino",8
2016,11,"Aranjuez",25
2016,11,"Area De Expansion Altavista",1
2016,11,"Area De Expansion Belen Rincon",2
2016,11,"area de Expansion Pajarito",8
2016,11,"area de Expansion San Antonio de Prado",1
2016,11,"Asomadera Nº 1",2
2016,11,"Asomadera Nº 2",7
2016,11,"Asomadera Nº 3",2
2016,11,"Astorga",4
2016,11,"Aures Nº 1",7
2016,11,"Aures Nº 2",6
2016,11,"Barrio Colombia",21
2016,11,"Barrio Colon",61
2016,11,"Barrio Cristobal",2
2016,11,"Barrios de Jesus",9
2016,11,"Belalcazar",11
2016,11,"Belen",34
2016,11,"Belencito",2
2016,11,"Bello Horizonte",5
2016,11,"Berlin",12
2016,11,"Bermejal - Los alamos",4
2016,11,"Blanquizal",1
2016,11,"Bolivariana",8
2016,11,"Bombona Nº 1",22
2016,11,"Bombona Nº 2",4
2016,11,"Bosques de San Pablo",7
2016,11,"Boston",51
2016,11,"Boyaca",14
2016,11,"Brasilia",8
2016,11,"Buenos Aires",11
2016,11,"Buga Patio Bonito",1
2016,11,"Cabecera San Antonio de Prado",13
2016,11,"Cabecera Urbana San Cristobal",13
2016,11,"Caicedo",8
2016,11,"Calasanz",14
2016,11,"Calasanz Parte Alta",6
2016,11,"Calle Nueva",23
2016,11,"Campo Alegre",13
2016,11,"Campo Amor",95
2016,11,"Campo Valdes Nº 1",18
2016,11,"Campo Valdes Nº 2",21
2016,11,"Caribe",81
2016,11,"Carlos E. Restrepo",55
2016,11,"Castilla",117
2016,11,"Castropol",12
2016,11,"Cataluna",4
2016,11,"Cerro Nutibara",7
2016,11,"Corazon de Jesus",38
2016,11,"Cordoba",7
2016,11,"Cristo Rey",44
2016,11,"Cuarta Brigada",27
2016,11,"Cucaracho",15
2016,11,"Diego Echavarria",8
2016,11,"Doce de Octubre Nº 1",6
2016,11,"Doce de Octubre Nº 2",10
2016,11,"Eduardo Santos",1
2016,11,"El Castillo",6
2016,11,"El Chagualo",36
2016,11,"El Compromiso",1
2016,11,"El Corazon",1
2016,11,"El Corazon El Morro ",1
2016,11,"El Danubio",11
2016,11,"El Diamante",14
2016,11,"El Diamante Nº 2",4
2016,11,"El Nogal - Los Almendros",9
2016,11,"El Pesebre",3
2016,11,"El Pinal",7
2016,11,"El Playon de Los Comuneros",1
2016,11,"El Poblado",20
2016,11,"El Pomar",10
2016,11,"El Progreso",26
2016,11,"El Progreso Nº 2",1
2016,11,"El Raizal",10
2016,11,"El Rincon",15
2016,11,"El Rodeo",2
2016,11,"El Salado",3
2016,11,"El Salvador",16
2016,11,"El Socorro",2
2016,11,"El Tesoro",13
2016,11,"El Velodromo",7
2016,11,"El Volador",4
2016,11,"Enciso",10
2016,11,"Estacion Villa",19
2016,11,"Estadio",36
2016,11,"Fatima",13
2016,11,"Ferrini",5
2016,11,"Florencia",4
2016,11,"Florida Nueva",18
2016,11,"Francisco Antonio Zea",12
2016,11,"Fuente Clara",2
2016,11,"Gerona",11
2016,11,"Girardot",26
2016,11,"Granada",5
2016,11,"Granizal",5
2016,11,"Guayabal",56
2016,11,"Guayaquil",57
2016,11,"Hector Abad Gomez",9
2016,11,"Inst",3
2016,11,"Jesus Nazareno",39
2016,11,"Juan Pablo II",1
2016,11,"Juan XXIII",3
2016,11,"Kennedy",17
2016,11,"La Aguacatala",27
2016,11,"La America",19
2016,11,"La Avanzada",1
2016,11,"La Candelaria",106
2016,11,"La Castellana",12
2016,11,"La Colina",5
2016,11,"La Cruz",2
2016,11,"La Esperanza",12
2016,11,"La Esperanza Nº 2",1
