"PERIODO","MES","BARRIO","TOTAL"
2015,7,"Picacho",15
2015,7,"Piedras Blancas",4
2015,7,"Popular",7
2015,7,"Prado",35
2015,7,"Robledo",88
2015,7,"Rosales",28
2015,7,"San Benito",94
2015,7,"San Bernardo",13
2015,7,"San Diego",54
2015,7,"San German",5
2015,7,"San Isidro",17
2015,7,"San Javier Nº 1",10
2015,7,"San Javier Nº 2",3
2015,7,"San Joaquin",11
2015,7,"San Jose La Cima Nº 1",1
2015,7,"San Jose La Cima Nº 2",1
2015,7,"San Lucas",1
2015,7,"San Martin de Porres",10
2015,7,"San Miguel",14
2015,7,"San Pablo",6
2015,7,"San Pedro",19
2015,7,"Santa Cruz",4
2015,7,"Santa Fe",59
2015,7,"Santa Ines",8
2015,7,"Santa Lucia",5
2015,7,"Santa Margarita",4
2015,7,"Santa Maria de los angeles",18
2015,7,"Santa Monica",6
2015,7,"Santa Teresita",4
2015,7,"Santander",7
2015,7,"Santo Domingo Savio Nº 1",9
2015,7,"Santo Domingo Savio Nº 2",3
2015,7,"Sevilla",16
2015,7,"Simon Bolivar",11
2015,7,"Suburbano Altavista",6
2015,7,"Suburbano El Plan",6
2015,7,"Suburbano La Loma",4
2015,7,"Suburbano Mirador del Poblado",1
2015,7,"Suburbano Pedregal alto",1
2015,7,"Suburbano Travesias",1
2015,7,"Sucre",15
2015,7,"Suramericana",34
2015,7,"Tejelo",9
2015,7,"Tenche",16
2015,7,"Toscana",15
2015,7,"Tricentenario",11
2015,7,"Trinidad",18
2015,7,"Veinte de Julio",7
2015,7,"Versalles Nº 1",11
2015,7,"Versalles Nº 2",2
2015,7,"Villa Carlota",29
2015,7,"Villa de La Iguana",8
2015,7,"Villa del Socorro",9
2015,7,"Villa Flora",19
2015,7,"Villa Guadalupe",4
2015,7,"Villa Hermosa",9
2015,7,"Villa Lilliam",2
2015,7,"Villa Niza",5
2015,7,"Villa Nueva",61
2015,7,"Villatina",8
2015,7,"Zona rural",8
2015,8,"",7
2015,8,"Aldea Pablo VI",1
2015,8,"Alejandria",7
2015,8,"Alejandro Echavarria",17
2015,8,"Alfonso Lopez",19
2015,8,"Altamira",17
2015,8,"Altavista",10
2015,8,"Altavista Sector Central",3
2015,8,"Altos del Poblado",6
2015,8,"Andalucia",5
2015,8,"Antonio Narino",6
2015,8,"Aranjuez",30
2015,8,"Area De Expansion Altavista",1
2015,8,"area de Expansion Altos de Calasanz",1
2015,8,"area de Expansion Pajarito",14
2015,8,"Asomadera Nº 1",5
2015,8,"Asomadera Nº 2",7
2015,8,"Asomadera Nº 3",5
2015,8,"Astorga",11
2015,8,"Aures Nº 1",9
2015,8,"Aures Nº 2",15
2015,8,"Barrio Colombia",20
2015,8,"Barrio Colon",45
2015,8,"Barrio Cristobal",1
2015,8,"Barrios de Jesus",5
2015,8,"Belalcazar",9
2015,8,"Belen",34
2015,8,"Belencito",1
2015,8,"Bello Horizonte",9
2015,8,"Berlin",13
2015,8,"Bermejal - Los alamos",5
2015,8,"Betania",1
2015,8,"Blanquizal",5
2015,8,"Bolivariana",15
2015,8,"Bombona Nº 1",18
2015,8,"Bombona Nº 2",13
2015,8,"Bosques de San Pablo",15
2015,8,"Boston",32
2015,8,"Boyaca",11
2015,8,"Brasilia",15
2015,8,"Buenos Aires",21
2015,8,"Buga Patio Bonito",1
2015,8,"Cabecera San Antonio de Prado",22
2015,8,"Cabecera Urbana San Cristobal",10
2015,8,"Caicedo",15
2015,8,"Calasanz",15
2015,8,"Calasanz Parte Alta",5
2015,8,"Calle Nueva",28
2015,8,"Campo Alegre",6
2015,8,"Campo Amor",67
2015,8,"Campo Valdes Nº 1",24
2015,8,"Campo Valdes Nº 2",17
2015,8,"Caribe",82
2015,8,"Carlos E. Restrepo",44
2015,8,"Castilla",97
2015,8,"Castropol",22
2015,8,"Cataluna",5
2015,8,"Cerro Nutibara",15
2015,8,"Corazon de Jesus",46
2015,8,"Cordoba",3
2015,8,"Cristo Rey",40
2015,8,"Cuarta Brigada",21
2015,8,"Cucaracho",18
2015,8,"Diego Echavarria",12
2015,8,"Doce de Octubre Nº 1",13
2015,8,"Doce de Octubre Nº 2",20
2015,8,"El Castillo",4
2015,8,"El Chagualo",27
2015,8,"El Corazon",4
2015,8,"El Danubio",6
2015,8,"El Diamante",20
2015,8,"El Diamante Nº 2",1
2015,8,"El Nogal - Los Almendros",8
2015,8,"El Pesebre",1
2015,8,"El Pinal",8
2015,8,"El Playon de Los Comuneros",9
2015,8,"El Poblado",17
2015,8,"El Pomar",3
2015,8,"El Progreso",38
2015,8,"El Progreso Nº 2",4
2015,8,"El Raizal",8
2015,8,"El Rincon",15
2015,8,"El Rodeo",2
2015,8,"El Salado",2
2015,8,"El Salvador",14
2015,8,"El Socorro",1
2015,8,"El Tesoro",10
2015,8,"El Velodromo",10
2015,8,"El Volador",2
2015,8,"Enciso",13
2015,8,"Estacion Villa",14
2015,8,"Estadio",35
2015,8,"Fatima",31
2015,8,"Ferrini",2
2015,8,"Florencia",8
2015,8,"Florida Nueva",9
2015,8,"Francisco Antonio Zea",15
2015,8,"Fuente Clara",2
2015,8,"Gerona",11
2015,8,"Girardot",17
2015,8,"Granada",5
2015,8,"Granizal",7
2015,8,"Guayabal",50
2015,8,"Guayaquil",57
2015,8,"Hector Abad Gomez",10
2015,8,"Inst",2
2015,8,"Jesus Nazareno",35
2015,8,"Juan Pablo II",1
2015,8,"Juan XXIII",6
2015,8,"Kennedy",11
2015,8,"La Aguacatala",34
2015,8,"La America",19
2015,8,"La Avanzada",3
2015,8,"La Candelaria",111
2015,8,"La Castellana",15
2015,8,"La Colina",9
2015,8,"La Cruz",2
2015,8,"La Esperanza",13
2015,8,"La Esperanza Nº 2",1
2015,8,"La Floresta",7
2015,8,"La Florida",23
2015,8,"La Francia",7
2015,8,"La Frontera",7
2015,8,"La Gloria",28
2015,8,"La Hondonada",2
2015,8,"La Isla",2
2015,8,"La Ladera",1
2015,8,"La Libertad",3
2015,8,"La Loma de Los Bernal",8
2015,8,"La Mansion",2
2015,8,"La Milagrosa",16
2015,8,"La Mota",5
2015,8,"La Palma",12
2015,8,"La Pilarica",7
2015,8,"La Pinuela",6
2015,8,"La Pradera",6
2015,8,"La Rosa",4
2015,8,"La Salle",8
2015,8,"Lalinde",2
2015,8,"Las Acacias",24
2015,8,"Las Brisas",21
2015,8,"Las Esmeraldas",3
2015,8,"Las Estancias",4
2015,8,"Las Granjas",20
2015,8,"Las Independencias",3
2015,8,"Las Lomas Nº 1",13
2015,8,"Las Lomas Nº 2",1
2015,8,"Las Mercedes",4
2015,8,"Las Palmas",15
2015,8,"Las Playas",6
2015,8,"Las Violetas",6
2015,8,"Laureles",30
2015,8,"Lopez de Mesa",14
2015,8,"Lorena",17
2015,8,"Loreto",13
2015,8,"Los Alcazares",6
2015,8,"Los Alpes",13
2015,8,"Los angeles",24
2015,8,"Los Balsos Nº 1",10
2015,8,"Los Balsos Nº 2",13
2015,8,"Los Cerros - El Vergel",3
2015,8,"Los Colores",31
2015,8,"Los Conquistadores",73
2015,8,"Los Mangos",9
2015,8,"Los Naranjos",9
2015,8,"Los Pinos",22
2015,8,"Manila",31
2015,8,"Manrique",16
2015,8,"Manrique Central Nº 1",19
2015,8,"Manrique Central Nº 2",15
2015,8,"Miraflores",13
2015,8,"Miranda",23
2015,8,"Miravalle",1
2015,8,"Monteclaro",2
2015,8,"Moravia",27
2015,8,"Moscu Nº 1",6
2015,8,"Moscu Nº 2",9
2015,8,"Naranjal",66
2015,8,"Nueva Villa de Aburra",2
2015,8,"Nuevos Conquistadores",1
2015,8,"Ocho de Marzo",1
2015,8,"Oriente",2
2015,8,"Pablo VI",1
2015,8,"Pajarito",1
2015,8,"Palenque",12
2015,8,"Palermo",3
2015,8,"Patio Bonito",21
2015,8,"Pedregal",16
2015,8,"Pedregal Bajo",2
2015,8,"Perpetuo Socorro",70
2015,8,"Picachito",2
2015,8,"Picacho",12
2015,8,"Piedras Blancas",2
2015,8,"Popular",12
2015,8,"Prado",44
2015,8,"Robledo",82
2015,8,"Rosales",32
2015,8,"San Benito",90
2015,8,"San Bernardo",15
2015,8,"San Diego",54
2015,8,"San German",6
2015,8,"San Isidro",18
2015,8,"San Javier Nº 1",10
2015,8,"San Javier Nº 2",2
2015,8,"San Joaquin",9
2015,8,"San Jose La Cima Nº 1",2
2015,8,"San Lucas",5
2015,8,"San Martin de Porres",9
2015,8,"San Miguel",10
2015,8,"San Pablo",7
2015,8,"San Pedro",17
2015,8,"Santa Cruz",5
2015,8,"Santa Fe",52
2015,8,"Santa Ines",7
2015,8,"Santa Lucia",4
2015,8,"Santa Margarita",1
2015,8,"Santa Maria de los angeles",17
2015,8,"Santa Monica",2
2015,8,"Santa Teresita",5
2015,8,"Santander",6
2015,8,"Santo Domingo Savio Nº 1",7
2015,8,"Sevilla",24
2015,8,"Simon Bolivar",7
2015,8,"Suburbano Altavista",2
2015,8,"Suburbano El Plan",2
2015,8,"Suburbano el Tesoro",1
2015,8,"Suburbano La Loma",6
2015,8,"Suburbano Mirador del Poblado",2
2015,8,"Sucre",16
2015,8,"Suramericana",30
2015,8,"Tejelo",8
2015,8,"Tenche",18
2015,8,"Toscana",12
2015,8,"Tricentenario",19
2015,8,"Trinidad",21
2015,8,"Veinte de Julio",4
2015,8,"Versalles Nº 1",13
2015,8,"Versalles Nº 2",3
2015,8,"Villa Carlota",44
2015,8,"Villa de La Iguana",7
2015,8,"Villa del Socorro",8
2015,8,"Villa Flora",13
2015,8,"Villa Guadalupe",12
2015,8,"Villa Hermosa",16
2015,8,"Villa Niza",5
2015,8,"Villa Nueva",54
2015,8,"Villatina",13
2015,8,"Zona rural",6
2015,9,"",7
2015,9,"6001",1
2015,9,"Aguas Frias",2
2015,9,"Aldea Pablo VI",1
2015,9,"Alejandria",6
2015,9,"Alejandro Echavarria",13
2015,9,"Alfonso Lopez",17
2015,9,"Altamira",17
2015,9,"Altavista",6
2015,9,"Altavista Sector Central",6
2015,9,"Altos del Poblado",4
2015,9,"Andalucia",5
2015,9,"Antonio Narino",4
2015,9,"Aranjuez",40
2015,9,"area de Expansion Altos de Calasanz",5
2015,9,"area de Expansion Pajarito",11
2015,9,"area de Expansion San Antonio de Prado",2
2015,9,"Asomadera Nº 1",3
2015,9,"Asomadera Nº 2",9
2015,9,"Asomadera Nº 3",3
2015,9,"Astorga",8
2015,9,"AUC1",1
2015,9,"Aures Nº 1",12
2015,9,"Aures Nº 2",7
2015,9,"Barrio Colombia",15
2015,9,"Barrio Colon",79
2015,9,"Barrio Cristobal",5
2015,9,"Barrios de Jesus",3
2015,9,"Batallon Girardot",2
2015,9,"Belalcazar",10
2015,9,"Belen",52
2015,9,"Bello Horizonte",9
2015,9,"Berlin",14
2015,9,"Bermejal - Los alamos",1
2015,9,"Betania",2
2015,9,"Bolivariana",18
2015,9,"Bombona Nº 1",20
2015,9,"Bombona Nº 2",6
2015,9,"Bosques de San Pablo",2
2015,9,"Boston",45
2015,9,"Boyaca",9
2015,9,"Brasilia",10
2015,9,"Buenos Aires",19
2015,9,"Cabecera San Antonio de Prado",19
2015,9,"Cabecera Urbana San Cristobal",12
2015,9,"Caicedo",13
2015,9,"Calasanz",10
2015,9,"Calasanz Parte Alta",7
2015,9,"Calle Nueva",19
2015,9,"Campo Alegre",15
2015,9,"Campo Amor",69
2015,9,"Campo Valdes Nº 1",24
2015,9,"Campo Valdes Nº 2",19
2015,9,"Caribe",92
2015,9,"Carlos E. Restrepo",55
2015,9,"Carpinelo",3
2015,9,"Castilla",91
2015,9,"Castropol",9
2015,9,"Cataluna",3
2015,9,"Cerro Nutibara",12
2015,9,"Corazon de Jesus",56
2015,9,"Cordoba",5
2015,9,"Cristo Rey",33
2015,9,"Cuarta Brigada",20
2015,9,"Cucaracho",21
2015,9,"Diego Echavarria",6
2015,9,"Doce de Octubre Nº 1",3
2015,9,"Doce de Octubre Nº 2",10
2015,9,"Eduardo Santos",1
2015,9,"El Castillo",7
2015,9,"El Chagualo",44
2015,9,"El Compromiso",3
2015,9,"El Corazon",4
2015,9,"El Danubio",4
2015,9,"El Diamante",15
2015,9,"El Diamante Nº 2",6
2015,9,"El Nogal - Los Almendros",4
2015,9,"El Pesebre",1
2015,9,"El Pinal",12
2015,9,"El Playon de Los Comuneros",2
2015,9,"El Poblado",18
2015,9,"El Pomar",11
2015,9,"El Progreso",30
2015,9,"El Progreso Nº 2",3
2015,9,"El Raizal",5
2015,9,"El Rincon",15
2015,9,"El Rodeo",1
2015,9,"El Salado",7
2015,9,"El Salvador",4
2015,9,"El Socorro",1
2015,9,"El Tesoro",10
2015,9,"El Triunfo",1
2015,9,"El Velodromo",9
2015,9,"El Volador",1
2015,9,"Enciso",12
2015,9,"Estacion Villa",25
2015,9,"Estadio",33
2015,9,"Fatima",24
2015,9,"Ferrini",3
2015,9,"Florencia",9
2015,9,"Florida Nueva",17
2015,9,"Francisco Antonio Zea",10
2015,9,"Gerona",8
2015,9,"Girardot",15
2015,9,"Granada",4
2015,9,"Granizal",3
2015,9,"Guayabal",63
2015,9,"Guayaquil",77
2015,9,"Hector Abad Gomez",12
2015,9,"Inst",4
2015,9,"Jesus Nazareno",32
2015,9,"Juan Pablo II",1
2015,9,"Juan XXIII",1
2015,9,"Kennedy",28
2015,9,"La Aguacatala",47
2015,9,"La America",14
2015,9,"La Avanzada",2
2015,9,"La Candelaria",124
2015,9,"La Castellana",18
2015,9,"La Colina",5
2015,9,"La Cruz",1
2015,9,"La Esperanza",6
2015,9,"La Floresta",9
2015,9,"La Florida",24
2015,9,"La Francia",1
2015,9,"La Frontera",5
2015,9,"La Gloria",19
2015,9,"La Hondonada",4
2015,9,"La Isla",3
2015,9,"La Libertad",4
2015,9,"La Loma de Los Bernal",7
2015,9,"La Mansion",6
2015,9,"La Milagrosa",6
2015,9,"La Mota",5
2015,9,"La Palma",12
2015,9,"La Pilarica",8
2015,9,"La Pinuela",3
2015,9,"La Pradera",8
2015,9,"La Rosa",5
2015,9,"La Salle",11
2015,9,"Lalinde",3
2015,9,"Las Acacias",28
2015,9,"Las Brisas",21
2015,9,"Las Esmeraldas",12
2015,9,"Las Estancias",5
2015,9,"Las Granjas",19
2015,9,"Las Independencias",1
2015,9,"Las Lomas Nº 1",11
2015,9,"Las Lomas Nº 2",2
2015,9,"Las Mercedes",5
2015,9,"Las Palmas",11
2015,9,"Las Playas",13
2015,9,"Las Violetas",6
2015,9,"Laureles",33
2015,9,"Llanaditas",1
2015,9,"Lopez de Mesa",21
2015,9,"Lorena",16
2015,9,"Loreto",10
2015,9,"Los Alcazares",8
2015,9,"Los Alpes",6
2015,9,"Los angeles",26
2015,9,"Los Balsos Nº 1",7
2015,9,"Los Balsos Nº 2",12
2015,9,"Los Cerros - El Vergel",4
2015,9,"Los Colores",32
2015,9,"Los Conquistadores",77
2015,9,"Los Mangos",11
2015,9,"Los Naranjos",9
2015,9,"Los Pinos",19
2015,9,"Manila",45
2015,9,"Manrique",22
2015,9,"Manrique Central Nº 1",20
2015,9,"Manrique Central Nº 2",15
2015,9,"Maria Cano - Carambola",1
2015,9,"Metropolitano",2
2015,9,"Mirador del Doce",1
2015,9,"Miraflores",15
2015,9,"Miranda",25
2015,9,"Miravalle",3
2015,9,"Moravia",27
2015,9,"Moscu Nº 1",7
2015,9,"Moscu Nº 2",9
2015,9,"Naranjal",50
2015,9,"Nueva Villa de Aburra",2
2015,9,"Nuevos Conquistadores",1
2015,9,"Ocho de Marzo",2
2015,9,"Olaya Herrera",2
2015,9,"Oriente",1
2015,9,"Pablo VI",1
2015,9,"Pajarito",1
2015,9,"Palenque",10
2015,9,"Palermo",4
2015,9,"Patio Bonito",16
2015,9,"Pedregal",11
2015,9,"Pedregal Alto",2
2015,9,"Pedregal Bajo",4
2015,9,"Perpetuo Socorro",67
2015,9,"Picacho",14
2015,9,"Piedras Blancas",1
2015,9,"Piedras Blancas Represa",1
2015,9,"Popular",13
2015,9,"Prado",40
2015,9,"Robledo",79
2015,9,"Rosales",31
2015,9,"San Antonio",2
2015,9,"San Benito",75
2015,9,"San Bernardo",15
2015,9,"San Diego",55
2015,9,"San German",7
2015,9,"San Isidro",20
2015,9,"San Javier Nº 1",14
2015,9,"San Javier Nº 2",6
2015,9,"San Joaquin",13
2015,9,"San Jose La Cima Nº 2",1
2015,9,"San Lucas",2
2015,9,"San Martin de Porres",7
2015,9,"San Miguel",15
2015,9,"San Pablo",8
2015,9,"San Pedro",14
2015,9,"Santa Cruz",2
2015,9,"Santa Fe",52
2015,9,"Santa Ines",9
2015,9,"Santa Lucia",4
2015,9,"Santa Margarita",1
2015,9,"Santa Maria de los angeles",19
2015,9,"Santa Monica",5
2015,9,"Santa Teresita",2
2015,9,"Santander",9
2015,9,"Santo Domingo Savio Nº 1",10
2015,9,"Santo Domingo Savio Nº 2",3
2015,9,"Sevilla",31
2015,9,"Simon Bolivar",10
2015,9,"Suburbano El Plan",3
2015,9,"Suburbano el Tesoro",1
2015,9,"Suburbano La Loma",5
2015,9,"Suburbano Mirador del Poblado",3
2015,9,"Suburbano Travesias",2
2015,9,"Sucre",15
2015,9,"Suramericana",27
2015,9,"Tejelo",8
2015,9,"Tenche",22
2015,9,"Toscana",10
2015,9,"Tricentenario",22
2015,9,"Trinidad",21
2015,9,"Veinte de Julio",10
2015,9,"Versalles Nº 1",11
2015,9,"Villa Carlota",41
2015,9,"Villa de La Iguana",5
2015,9,"Villa del Socorro",9
2015,9,"Villa Flora",15
2015,9,"Villa Guadalupe",6
2015,9,"Villa Hermosa",14
2015,9,"Villa Lilliam",1
2015,9,"Villa Niza",3
2015,9,"Villa Nueva",42
2015,9,"Villatina",8
2015,9,"Zona rural",6
2015,10,"",6
2015,10,"6001",1
2015,10,"Aguas Frias",3
2015,10,"Alejandria",4
2015,10,"Alejandro Echavarria",11
2015,10,"Alfonso Lopez",29
2015,10,"Altamira",12
2015,10,"Altavista",6
2015,10,"Altavista Sector Central",2
2015,10,"Altos del Poblado",3
2015,10,"Andalucia",5
2015,10,"Antonio Narino",5
2015,10,"Aranjuez",33
2015,10,"area de Expansion Altos de Calasanz",4
2015,10,"Area De Expansion Belen Rincon",1
2015,10,"area de Expansion Pajarito",12
2015,10,"area de Expansion San Antonio de Prado",2
2015,10,"Asomadera Nº 1",4
2015,10,"Asomadera Nº 2",4
2015,10,"Asomadera Nº 3",5
2015,10,"Astorga",4
2015,10,"Aures Nº 1",5
2015,10,"Aures Nº 2",15
2015,10,"Barrio Colombia",17
2015,10,"Barrio Colon",71
2015,10,"Barrio Cristobal",4
2015,10,"Barrios de Jesus",1
2015,10,"Belalcazar",8
2015,10,"Belen",44
2015,10,"Belencito",1
2015,10,"Bello Horizonte",7
2015,10,"Berlin",18
2015,10,"Bermejal - Los alamos",4
2015,10,"Betania",3
2015,10,"Bolivariana",21
2015,10,"Bombona Nº 1",25
2015,10,"Bombona Nº 2",7
2015,10,"Bosques de San Pablo",10
2015,10,"Boston",45
2015,10,"Boyaca",10
2015,10,"Brasilia",6
2015,10,"Buenos Aires",19
2015,10,"Buga Patio Bonito",2
2015,10,"Cabecera San Antonio de Prado",19
2015,10,"Cabecera Urbana San Cristobal",16
2015,10,"Caicedo",18
2015,10,"Calasanz",12
2015,10,"Calasanz Parte Alta",7
2015,10,"Calle Nueva",31
2015,10,"Campo Alegre",7
2015,10,"Campo Amor",67
2015,10,"Campo Valdes Nº 1",27
2015,10,"Campo Valdes Nº 2",20
2015,10,"Caribe",61
2015,10,"Carlos E. Restrepo",43
2015,10,"Carpinelo",2
2015,10,"Castilla",107
2015,10,"Castropol",14
2015,10,"Cataluna",3
2015,10,"Cerro Nutibara",8
2015,10,"Corazon de Jesus",53
2015,10,"Cordoba",13
2015,10,"Cristo Rey",33
2015,10,"Cuarta Brigada",17
2015,10,"Cucaracho",20
2015,10,"Diego Echavarria",7
2015,10,"Doce de Octubre Nº 1",9
2015,10,"Doce de Octubre Nº 2",7
2015,10,"El Castillo",4
2015,10,"El Chagualo",47
2015,10,"El Corazon",3
2015,10,"El Corazon El Morro ",1
2015,10,"El Danubio",4
2015,10,"El Diamante",12
2015,10,"El Diamante Nº 2",5
2015,10,"El Nogal - Los Almendros",8
2015,10,"El Pesebre",3
2015,10,"El Pinal",9
2015,10,"El Playon de Los Comuneros",7
2015,10,"El Poblado",24
2015,10,"El Pomar",11
2015,10,"El Progreso",22
2015,10,"El Progreso Nº 2",4
2015,10,"El Raizal",7
2015,10,"El Rincon",12
2015,10,"El Rodeo",5
2015,10,"El Salado",4
2015,10,"El Salvador",7
2015,10,"El Socorro",2
2015,10,"El Tesoro",11
2015,10,"El Velodromo",8
2015,10,"Enciso",11
2015,10,"Estacion Villa",17
2015,10,"Estadio",23
2015,10,"Fatima",19
2015,10,"Ferrini",3
2015,10,"Florencia",2
2015,10,"Florida Nueva",12
2015,10,"Francisco Antonio Zea",7
2015,10,"Fuente Clara",1
2015,10,"Gerona",10
2015,10,"Girardot",28
2015,10,"Granada",16
2015,10,"Granizal",4
2015,10,"Guayabal",66
2015,10,"Guayaquil",76
2015,10,"Hector Abad Gomez",17
2015,10,"Inst",6
2015,10,"Jesus Nazareno",35
2015,10,"Juan Pablo II",1
2015,10,"Juan XXIII",4
2015,10,"Kennedy",16
2015,10,"La Aguacatala",26
2015,10,"La America",18
2015,10,"La Avanzada",3
2015,10,"La Candelaria",131
2015,10,"La Castellana",19
2015,10,"La Colina",4
2015,10,"La Cruz",3
2015,10,"La Esperanza",17
2015,10,"La Esperanza Nº 2",2
2015,10,"La Floresta",23
2015,10,"La Florida",11
2015,10,"La Francia",4
2015,10,"La Gloria",17
2015,10,"La Hondonada",3
2015,10,"La Isla",4
2015,10,"La Ladera",4
2015,10,"La Libertad",8
2015,10,"La Loma de Los Bernal",4
2015,10,"La Loma Oriental",2
2015,10,"La Mansion",6
2015,10,"La Milagrosa",9
2015,10,"La Mota",5
2015,10,"La Palma",10
2015,10,"La Pilarica",6
2015,10,"La Pinuela",6
2015,10,"La Pradera",5
2015,10,"La Rosa",6
2015,10,"La Salle",14
2015,10,"La Sierra",1
2015,10,"Las Acacias",18
2015,10,"Las Brisas",10
2015,10,"Las Esmeraldas",8
2015,10,"Las Estancias",4
2015,10,"Las Granjas",17
2015,10,"Las Independencias",2
2015,10,"Las Lomas Nº 1",12
2015,10,"Las Lomas Nº 2",4
2015,10,"Las Mercedes",9
2015,10,"Las Palmas",9
2015,10,"Las Playas",11
2015,10,"Las Violetas",6
2015,10,"Laureles",32
2015,10,"Lopez de Mesa",18
2015,10,"Lorena",24
2015,10,"Loreto",11
2015,10,"Los Alcazares",8
2015,10,"Los Alpes",2
2015,10,"Los angeles",26
2015,10,"Los Balsos Nº 1",8
2015,10,"Los Balsos Nº 2",7
2015,10,"Los Cerros - El Vergel",6
2015,10,"Los Colores",31
2015,10,"Los Conquistadores",71
2015,10,"Los Mangos",7
2015,10,"Los Naranjos",12
2015,10,"Los Pinos",21
2015,10,"Manila",28
2015,10,"Manrique",23
2015,10,"Manrique Central Nº 1",14
2015,10,"Manrique Central Nº 2",16
2015,10,"Maria Cano - Carambola",1
2015,10,"Metropolitano",1
2015,10,"Mirador del Doce",2
2015,10,"Miraflores",11
2015,10,"Miranda",19
2015,10,"Miravalle",2
2015,10,"Monteclaro",1
2015,10,"Moravia",23
2015,10,"Moscu Nº 1",2
2015,10,"Moscu Nº 2",9
2015,10,"Naranjal",54
2015,10,"Nueva Villa de Aburra",3
2015,10,"Nuevos Conquistadores",1
2015,10,"Olaya Herrera",1
2015,10,"Oriente",1
2015,10,"Pablo VI",2
2015,10,"Pajarito",1
2015,10,"Palenque",5
2015,10,"Palermo",6
2015,10,"Patio Bonito",10
2015,10,"Pedregal",15
2015,10,"Pedregal Bajo",5
2015,10,"Perpetuo Socorro",74
2015,10,"Picachito",1
2015,10,"Picacho",8
2015,10,"Piedras Blancas",1
2015,10,"Popular",5
2015,10,"Prado",47
2015,10,"Robledo",76
2015,10,"Rosales",18
2015,10,"San Antonio",1
2015,10,"San Benito",78
2015,10,"San Bernardo",16
2015,10,"San Diego",42
2015,10,"San German",12
2015,10,"San Isidro",15
2015,10,"San Javier Nº 1",16
2015,10,"San Javier Nº 2",6
2015,10,"San Joaquin",15
2015,10,"San Jose La Cima Nº 1",1
2015,10,"San Lucas",3
2015,10,"San Martin de Porres",13
2015,10,"San Miguel",18
2015,10,"San Pablo",7
2015,10,"San Pedro",16
2015,10,"Santa Cruz",5
2015,10,"Santa Fe",43
2015,10,"Santa Ines",7
2015,10,"Santa Lucia",7
2015,10,"Santa Margarita",1
2015,10,"Santa Maria de los angeles",11
2015,10,"Santa Monica",11
2015,10,"Santa Teresita",5
2015,10,"Santander",2
2015,10,"Santo Domingo Savio Nº 1",6
2015,10,"Santo Domingo Savio Nº 2",4
2015,10,"Sevilla",17
2015,10,"Simon Bolivar",11
2015,10,"Suburbano Chacaltaya",1
2015,10,"Suburbano El Plan",2
2015,10,"Suburbano La Loma",5
2015,10,"Suburbano Palma Patio",1
2015,10,"Suburbano Pedregal alto",1
2015,10,"Suburbano Travesias",1
2015,10,"Sucre",13
2015,10,"Suramericana",23
2015,10,"Tejelo",11
2015,10,"Tenche",19
2015,10,"Toscana",15
2015,10,"Trece de Noviembre",1
2015,10,"Tricentenario",14
2015,10,"Trinidad",21
2015,10,"Veinte de Julio",5
2015,10,"Versalles Nº 1",6
2015,10,"Villa Carlota",29
2015,10,"Villa de La Iguana",10
2015,10,"Villa del Socorro",5
2015,10,"Villa Flora",19
2015,10,"Villa Guadalupe",8
2015,10,"Villa Hermosa",10
2015,10,"Villa Lilliam",4
2015,10,"Villa Niza",2
2015,10,"Villa Nueva",72
2015,10,"Villa Turbay",1
2015,10,"Villatina",10
2015,10,"Zona rural",3
2015,11,"",10
2015,11,"Aguas Frias",1
2015,11,"Aldea Pablo VI",1
2015,11,"Alejandria",6
2015,11,"Alejandro Echavarria",12
2015,11,"Alfonso Lopez",16
2015,11,"Altamira",9
2015,11,"Altavista",5
2015,11,"Altavista Sector Central",4
2015,11,"Altos del Poblado",1
2015,11,"Andalucia",2
2015,11,"Antonio Narino",7
2015,11,"Aranjuez",32
2015,11,"Area De Expansion Altavista",1
2015,11,"area de Expansion Altos de Calasanz",1
2015,11,"area de Expansion Pajarito",13
2015,11,"area de Expansion San Antonio de Prado",1
2015,11,"Asomadera Nº 1",5
2015,11,"Asomadera Nº 2",6
2015,11,"Asomadera Nº 3",2
2015,11,"Astorga",4
2015,11,"AUC1",1
2015,11,"Aures Nº 1",8
2015,11,"Aures Nº 2",15
2015,11,"Barrio Colombia",17
2015,11,"Barrio Colon",56
2015,11,"Barrio Cristobal",6
2015,11,"Barrios de Jesus",5
2015,11,"Belalcazar",3
2015,11,"Belen",48
2015,11,"Belencito",2
2015,11,"Bello Horizonte",2
2015,11,"Berlin",12
2015,11,"Bermejal - Los alamos",7
2015,11,"Betania",1
2015,11,"Blanquizal",1
2015,11,"Bolivariana",12
2015,11,"Bombona Nº 1",25
2015,11,"Bombona Nº 2",2
2015,11,"Bosques de San Pablo",2
2015,11,"Boston",38
2015,11,"Boyaca",5
2015,11,"Brasilia",7
2015,11,"Buenos Aires",19
2015,11,"Buga Patio Bonito",1
2015,11,"Cabecera San Antonio de Prado",16
2015,11,"Cabecera Urbana San Cristobal",8
2015,11,"Caicedo",6
2015,11,"Calasanz",22
2015,11,"Calasanz Parte Alta",3
2015,11,"Calle Nueva",25
2015,11,"Campo Alegre",10
2015,11,"Campo Amor",54
2015,11,"Campo Valdes Nº 1",26
2015,11,"Campo Valdes Nº 2",21
2015,11,"Caribe",83
2015,11,"Carlos E. Restrepo",44
2015,11,"Carpinelo",3
